gene_id,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0277136,0,0,0,0,4,2,2,0,7,0,0,0
FBgn0277137,0,0,0,0,0,0,0,2,0,0,0,0
FBgn0277134,515,738,480,730,695,3970,563,776,814,504,685,680
FBgn0277135,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0240783,620,649,585,327,310,1637,753,901,920,224,351,338
FBgn0240782,2112,3205,2029,3928,3767,21903,3145,3404,4353,2378,3394,3545
FBgn0240781,2,0,2,0,0,5,0,1,0,1,0,2
FBgn0240780,1359,1156,1000,1291,1075,5332,1333,1327,1466,1301,1095,942
FBgn0240787,609,528,503,475,514,2473,518,503,549,357,344,368
FBgn0240786,5323,6162,5659,6877,6421,35529,6120,7192,8392,5613,6650,5891
FBgn0240785,5485,5107,4515,5869,5106,24703,2506,5084,2590,5746,4741,4473
FBgn0240784,1076,991,864,1151,1025,5151,1072,1092,1115,944,1032,1068
FBgn0229927,897,725,720,464,363,2169,1012,843,1064,535,468,338
FBgn0229206,6726,5214,4605,5160,5030,24725,6509,6460,6449,5387,5305,4418
FBgn0238007,1813,1376,1353,1704,1406,7229,1761,1713,1820,1956,1452,1260
FBgn0234098,90,107,1,70,9,79,453,0,9,33,71,9
FBgn0234099,3,0,0,0,2,6,0,0,0,0,0,2
FBgn0276429,0,5,0,2,0,8,0,2,0,0,0,0
FBgn0276428,0,0,0,0,0,8,0,0,0,0,0,0
FBgn0234094,14856,13108,11775,15953,13464,66032,14826,16295,17159,14368,13700,12673
FBgn0276426,263,298,227,1400,1796,7585,290,377,392,1115,1236,1204
FBgn0276425,10,6,0,0,0,0,0,4,0,1,0,0
FBgn0276424,17435,13136,14215,20872,14852,81967,18832,16202,18199,26076,17422,13196
FBgn0276423,105,130,90,96,83,499,96,118,124,81,82,62
FBgn0276422,0,0,0,0,0,0,0,0,0,3,0,0
FBgn0276421,231,224,262,304,302,1756,275,265,325,294,393,317
FBgn0276420,11400,10625,9349,10673,10432,56217,11492,12129,13213,10590,10571,10941
FBgn0238006,24,15,18,11,4,87,13,11,23,21,15,12
FBgn0229849,177,118,100,30,18,104,148,161,192,15,14,20
FBgn0228448,0,2,0,0,0,8,0,0,0,2,0,0
FBgn0228449,0,0,0,0,0,2,0,2,4,0,0,0
FBgn0228901,840,799,624,887,885,4973,786,1021,1124,716,799,853
FBgn0258417,2,2,2,1,0,2,2,2,0,2,0,0
FBgn0234894,2247,2065,2074,2532,2128,11579,2150,2392,2522,2616,2153,1774
FBgn0234895,1904,1493,1454,1255,1070,6001,1721,1844,1883,1540,1166,1005
FBgn0234896,4776,4279,3932,5738,5479,28125,4690,5124,5510,6309,6007,5933
FBgn0234890,11,14,4,14,21,92,15,12,11,8,12,8
FBgn0234891,10,20,17,38,20,98,7,14,13,10,8,23
FBgn0234893,1,1,3,0,1,4,3,6,8,0,0,0
FBgn0234898,10213,9979,9264,9409,9900,53806,11899,12038,14329,10085,11135,9414
FBgn0231301,0,0,4,10,19,39,0,3,2,8,0,18
FBgn0236944,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0236945,6,0,8,2,0,18,4,0,2,6,4,0
FBgn0236946,6,0,5,13,15,60,6,6,14,22,9,12
FBgn0236947,39,34,15,39,9,166,26,26,21,27,37,28
FBgn0236941,4,2,0,0,6,6,3,6,4,0,4,3
FBgn0233329,1,0,0,8,0,15,10,15,10,6,10,8
FBgn0233328,422,326,289,362,330,1625,417,379,430,498,390,330
FBgn0258402,0,0,0,0,3,8,0,0,0,0,1,2
FBgn0258531,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0233325,1057,789,796,881,858,4235,886,993,1107,1078,848,724
FBgn0233324,475,430,430,527,448,2022,510,534,495,544,392,399
FBgn0233323,0,4,4,4,6,35,3,11,14,19,15,7
FBgn0233322,2760,2682,2257,2263,2479,12530,3353,3466,3570,2110,2417,2313
FBgn0258530,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0235949,6,0,2,11,4,41,0,8,0,4,7,2
FBgn0235948,11,12,8,28,0,22,5,7,12,6,8,2
FBgn0235418,7,5,0,13,3,41,5,2,2,3,7,9
FBgn0231305,0,0,2,0,4,37,4,0,0,4,7,10
FBgn0235941,153,138,151,11,21,72,130,192,173,21,10,15
FBgn0235940,0,0,0,0,0,0,4,0,0,0,0,0
FBgn0235943,0,2,0,0,0,2,4,0,3,0,0,0
FBgn0231304,510,584,441,526,462,2383,741,691,626,669,475,496
FBgn0235944,0,3,0,0,2,5,6,6,4,2,0,0
FBgn0235947,0,10,2,0,0,10,8,2,6,0,0,0
FBgn0234819,52,58,60,146,92,457,282,261,254,172,155,115
FBgn0236185,0,0,2,6,4,5,0,0,0,0,6,0
FBgn0234814,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0020664,255,111,82,188,70,461,488,129,74,326,119,138
FBgn0258418,3,1,2,3,2,5,3,2,1,2,2,2
FBgn0234815,0,0,0,0,0,2,0,0,3,0,0,0
FBgn0233966,2809,2781,2484,2781,2719,14568,2665,2922,3264,2459,2625,2611
FBgn0234816,4411,4907,3780,4747,4392,24500,5255,6236,6233,3719,4017,4036
FBgn0233919,1306,937,983,1360,1018,5547,1204,1046,1144,1366,1019,804
FBgn0234810,575,547,449,723,703,3191,794,737,793,1022,758,680
FBgn0228198,179,173,154,428,340,1566,230,227,242,467,346,312
FBgn0234811,283,245,216,272,284,1273,301,358,352,300,286,272
FBgn0238806,458,397,365,498,401,2428,477,398,518,611,390,443
FBgn0239396,7167,6133,5377,5595,5218,27670,7686,7947,8533,7734,6242,5940
FBgn0258534,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258731,0,0,0,0,0,2,0,0,0,0,1,2
FBgn0234813,2969,2817,2478,2864,2693,14766,2741,3216,3699,2379,2778,2588
FBgn0238009,15,9,9,0,25,64,23,33,20,12,11,20
FBgn0241368,36,47,25,49,65,271,85,38,87,40,51,57
FBgn0241369,0,6,6,0,0,1,0,2,0,0,3,3
FBgn0241362,13724,10583,11196,12157,8698,50170,15829,14368,16094,17154,11689,9993
FBgn0241363,499,376,353,240,200,1152,514,542,582,286,215,167
FBgn0241360,3731,2779,2914,4149,2390,13675,3189,3279,3229,4192,3048,2515
FBgn0241361,1375,1317,1159,1433,1490,7714,1278,1465,1667,1212,1422,1492
FBgn0241366,1217,960,992,721,570,3172,1340,1285,1333,883,660,555
FBgn0241364,2,10,2,0,3,12,0,2,4,0,0,0
FBgn0231991,5887,4587,4831,8383,6669,35441,6832,6230,7127,10400,7792,6583
FBgn0068242,107,130,117,26,8,128,124,204,147,35,22,9
FBgn0068243,1870,1324,1343,1724,1427,7171,1835,1846,1817,2315,1697,1348
FBgn0067960,4320,3432,3403,4255,3629,18750,4105,4114,4490,5162,4091,3248
FBgn0068241,1919,1568,1567,2033,1716,8657,2059,1996,2235,2362,1814,1407
FBgn0067966,6753,7861,7286,9831,7570,41043,7533,9302,10313,8137,8085,7262
FBgn0067967,35,19,30,17,18,77,38,29,28,16,12,18
FBgn0067964,516,401,438,312,302,1416,549,484,551,409,340,252
FBgn0068245,12,13,0,37,25,94,18,20,22,23,14,10
FBgn0259046,3,3,4,4,5,28,21,12,24,8,7,5
FBgn0259047,5,4,2,3,1,22,8,11,19,11,6,6
FBgn0259044,5,1,9,7,6,18,16,8,13,4,9,5
FBgn0067969,10731,8327,6863,10108,10001,55020,13155,12512,13427,10904,12001,10948
FBgn0259042,13,7,10,11,7,43,21,30,22,23,12,18
FBgn0259043,0,2,5,1,2,6,6,10,3,4,4,4
FBgn0259040,33,18,21,17,14,70,35,31,50,13,11,7
FBgn0259041,30,18,21,22,13,105,31,30,45,26,23,17
FBgn0275996,0,4,4,2,9,10,0,2,4,2,6,0
FBgn0275997,63,47,40,131,50,279,35,46,67,111,65,42
FBgn0275994,9,2,8,9,1,11,6,0,8,0,2,4
FBgn0275995,5,5,0,5,0,14,8,8,7,0,0,2
FBgn0275992,111,76,61,72,45,494,194,187,204,132,69,66
FBgn0275993,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0275990,9,10,14,5,11,49,7,11,9,6,10,8
FBgn0275991,271,208,185,265,225,1556,253,331,276,210,248,227
FBgn0275998,3,0,0,0,0,4,0,3,0,0,0,0
FBgn0275999,0,0,0,0,1,13,0,2,0,0,0,0
FBgn0242554,0,2,0,0,0,0,0,0,0,0,0,0
FBgn0242555,0,0,0,0,0,5,0,0,1,0,0,0
FBgn0242556,0,0,0,2,2,6,0,0,3,0,0,0
FBgn0242557,5343,6089,5002,6703,6891,36245,5618,7032,7745,6063,7608,7202
FBgn0242550,429,352,316,337,305,1793,361,343,359,316,266,266
FBgn0242551,1457,1205,1150,1795,1606,8215,1372,1440,1506,1960,1607,1506
FBgn0242552,8,4,2,4,0,4,0,4,0,0,2,3
FBgn0242553,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0242558,259,260,234,207,216,996,307,284,354,172,194,175
FBgn0242559,535,390,332,422,436,1984,513,513,520,499,394,263
FBgn0231673,4504,4461,3856,4762,4685,23748,4816,5194,5929,4246,5209,5072
FBgn0231672,4021,3173,2853,3289,2850,15783,4317,4077,4415,4013,3356,3033
FBgn0231671,9649,10649,9092,11510,9841,50503,10601,11642,12963,9721,9869,9769
FBgn0231670,0,0,0,5,4,7,0,0,7,4,2,9
FBgn0258588,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0231676,17875,21803,16698,19752,19350,101593,21471,24985,29502,15559,19995,20600
FBgn0231675,20,6,3,15,8,44,5,3,0,13,8,3
FBgn0231674,10326,7765,8613,9729,9643,53752,9934,10315,10376,9932,8597,8528
FBgn0228947,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0228946,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0231679,1878,1532,1453,1413,1157,6338,1753,1704,1864,1584,1315,1132
FBgn0231678,282,230,219,94,74,393,379,380,392,111,113,89
FBgn0241090,8,7,2,8,4,27,0,3,4,16,12,3
FBgn0241091,58,47,75,42,20,117,42,41,36,34,14,26
FBgn0241092,14,2,6,6,0,32,3,4,10,22,19,10
FBgn0228940,106,101,76,128,154,564,65,65,72,141,125,129
FBgn0239440,4,2,0,4,2,8,0,0,5,0,0,1
FBgn0239441,619,443,476,464,271,1631,806,637,656,557,435,367
FBgn0239443,7613,7671,6310,7823,7391,39839,8585,9555,10430,6727,8186,8304
FBgn0239444,2831,2793,2338,2612,2478,13110,2389,2849,3120,2905,2529,2498
FBgn0233093,693,511,557,1060,971,4845,608,667,762,1155,957,926
FBgn0239447,170,167,167,160,147,673,309,238,223,189,208,119
FBgn0233815,0,0,0,0,0,0,0,11,6,10,8,0
FBgn0233814,2,8,2,18,14,4,25,24,54,42,47,19
FBgn0233817,636,627,463,504,461,2312,716,701,782,635,519,522
FBgn0233816,783,603,600,701,569,3246,780,880,896,918,640,679
FBgn0233811,931,818,690,646,629,3928,1071,1155,1274,931,706,838
FBgn0233810,1665,1393,1237,1637,1255,6511,1754,1624,1761,1939,1323,1231
FBgn0233813,2,4,2,0,0,6,553,574,487,495,444,387
FBgn0233812,586,422,464,529,497,2591,1165,1112,1173,1016,1044,937
FBgn0277290,38,11,21,29,44,85,50,20,37,20,11,53
FBgn0230653,0,0,0,0,0,0,0,0,0,0,0,4
FBgn0232496,0,1,0,3,4,25,1,0,3,2,2,4
FBgn0237313,0,0,0,4,0,0,0,0,0,0,0,0
FBgn0237310,0,0,0,2,5,19,3,2,4,2,0,0
FBgn0232495,93,92,82,107,67,261,100,88,114,87,65,61
FBgn0277295,0,1,0,0,0,3,0,0,0,0,0,0
FBgn0232490,5164,4182,3641,5592,4653,24942,5414,5348,6069,4896,4904,4449
FBgn0232491,854,834,802,826,651,3329,686,914,994,688,520,461
FBgn0237318,4,3,3,3,3,2,9,12,0,4,2,0
FBgn0237319,3602,3513,3034,3925,4069,20051,4043,4245,4746,3307,4141,3988
FBgn0232499,758,588,600,636,578,2814,564,628,706,559,528,531
FBgn0231417,110,127,50,82,44,303,74,83,67,101,54,49
FBgn0231416,738,623,588,576,561,3086,799,938,1016,584,670,639
FBgn0231415,2049,1980,1784,1938,1742,9156,2137,2165,2353,1828,1823,1459
FBgn0236374,3919,3176,3046,4482,4176,21498,3719,4028,4570,4561,4212,4081
FBgn0231413,30,33,26,45,31,174,37,21,31,41,31,30
FBgn0236372,10306,8074,8103,9730,8107,42029,11043,10998,11246,9670,9062,8358
FBgn0236371,4576,6199,4752,6047,6009,32023,5235,6282,7119,4123,5482,5696
FBgn0236370,4855,3704,3394,3806,3209,17030,5815,4833,5396,3471,3404,2744
FBgn0236379,68,18,23,23,37,144,40,130,47,49,25,16
FBgn0236378,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0240418,0,3,0,0,3,3,0,0,3,0,0,0
FBgn0240413,28,15,7,23,25,133,23,16,36,12,16,26
FBgn0240412,141,151,158,142,181,920,151,202,136,216,217,155
FBgn0240411,2739,2749,2164,2526,2234,11421,2675,2715,3335,2388,2306,2081
FBgn0240410,2317,1879,1877,3812,3159,17230,2298,2388,2527,4450,3542,3212
FBgn0240416,274,242,280,332,320,1637,297,293,291,371,302,259
FBgn0240415,523,498,496,901,976,4613,494,721,665,768,884,771
FBgn0240414,1,0,0,1,0,11,4,0,5,0,1,0
FBgn0243209,69,20,41,13,6,78,59,42,51,15,13,10
FBgn0243208,23,18,22,23,19,75,20,7,22,48,27,31
FBgn0243203,0,0,0,2,2,33,4,4,2,2,4,4
FBgn0243201,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243200,2,0,7,0,0,0,3,0,0,0,0,3
FBgn0243207,0,2,0,0,0,0,0,0,0,2,0,0
FBgn0243206,6,10,0,0,3,7,0,0,3,0,3,4
FBgn0243205,1122,871,801,1216,1117,5739,1014,965,1164,994,956,966
FBgn0243204,2,0,0,1,0,2,0,4,1,0,3,0
FBgn0232940,0,5,0,0,0,18,3,3,5,0,3,6
FBgn0232941,1169,976,894,1332,1005,5340,1404,1389,1485,1624,1231,1075
FBgn0232942,842,699,631,620,567,3111,633,711,809,676,550,551
FBgn0068511,216,163,221,214,200,1104,217,232,273,234,156,170
FBgn0232943,17621,16034,14618,17559,15693,85509,18121,17983,19941,16939,15928,15520
FBgn0232944,14571,11359,11429,11432,9482,51964,15979,15117,15848,14454,10868,9352
FBgn0237133,0,0,0,4,0,4,5,2,0,2,3,7
FBgn0240570,53514,49608,41896,44678,43681,214099,51986,55544,64093,44578,42611,38949
FBgn0240571,8,10,6,4,0,5,6,7,19,0,0,0
FBgn0240572,11,14,7,0,0,15,10,9,0,0,4,3
FBgn0238794,682,577,519,275,248,1338,628,605,693,281,283,232
FBgn0240574,15,3,3,8,8,10,10,3,9,0,2,0
FBgn0237130,574,486,487,592,496,2631,500,584,587,624,591,543
FBgn0238791,405,257,283,217,174,973,437,366,422,292,213,184
FBgn0238790,217,249,158,176,172,1134,359,273,349,140,133,92
FBgn0240578,2082,1853,1547,1714,1691,8940,2061,2188,2387,1975,1701,1410
FBgn0240579,6584,5625,5013,6284,5865,28638,6191,6431,7333,6852,5561,5456
FBgn0237131,59,36,29,28,38,190,45,56,36,13,24,21
FBgn0238799,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0238798,0,0,0,0,0,0,0,0,2,0,0,0
FBgn0233411,4516,3558,3183,3935,3545,18047,4748,4730,4647,3973,3474,3766
FBgn0231512,521,464,466,439,315,1816,484,536,515,403,362,360
FBgn0231513,2061,1616,1625,2011,1711,9566,2041,1923,2100,2429,1924,1609
FBgn0233143,2,2,0,0,0,0,0,3,4,3,0,0
FBgn0085069,1175,818,983,1162,905,5232,1231,1121,1144,1539,1000,928
FBgn0233142,10062,10027,8380,8535,8382,43587,9214,10625,11510,7523,7474,7737
FBgn0230234,2065,2078,1973,2099,2098,7151,2078,1360,2681,2312,2082,1835
FBgn0230235,5640,4801,4441,6030,4684,25418,5954,5577,6103,7053,5152,4785
FBgn0230236,4228,3903,3238,4110,3435,19030,4903,4683,5028,4866,4067,4086
FBgn0230237,7,0,4,0,0,0,7,10,6,0,2,0
FBgn0230230,372,273,292,190,117,774,506,473,499,234,200,156
FBgn0233141,118,86,103,86,62,325,228,266,297,188,157,131
FBgn0230232,0,4,5,3,3,6,5,5,3,2,4,2
FBgn0238421,0,0,5,0,2,4,3,0,3,0,0,0
FBgn0238420,4190,3456,2929,4798,4433,24025,4815,4603,4476,5104,5026,4910
FBgn0238423,33,41,34,10,10,43,23,39,42,12,14,4
FBgn0238422,40,64,24,67,27,166,19,31,25,40,10,16
FBgn0230238,2,0,8,0,0,12,6,0,2,2,2,0
FBgn0230239,25,11,8,9,15,85,24,14,29,12,24,22
FBgn0238427,0,0,3,0,0,0,0,0,0,0,0,0
FBgn0238426,1855,1580,1435,1298,1141,6551,1671,1899,2017,1421,1136,1076
FBgn0231514,1686,1484,1388,1384,1060,6008,1707,1829,1827,1459,1143,1106
FBgn0234723,776,584,674,632,448,2652,1200,1141,1199,1089,875,865
FBgn0231515,6,5,4,6,4,32,0,0,2,1,4,4
FBgn0228628,1718,1234,1385,1524,1187,7106,1797,1839,1809,1983,1429,1163
FBgn0234721,26238,24171,20785,25094,23695,124557,26513,26794,29176,28089,25430,25261
FBgn0276799,258,209,232,218,193,930,227,196,266,222,134,128
FBgn0236238,5,10,6,0,0,5,0,8,6,0,0,0
FBgn0234727,65,49,26,87,106,480,75,47,70,85,71,53
FBgn0234375,2026,2346,2046,2733,2658,13493,2356,2901,3068,1976,2522,2494
FBgn0236239,87,84,82,56,83,382,95,118,109,67,63,78
FBgn0243105,4,0,4,0,4,16,3,9,0,2,2,2
FBgn0275625,0,0,0,6,5,16,2,0,0,8,0,8
FBgn0228629,762,658,613,735,563,3009,1135,918,805,646,587,496
FBgn0234725,5,4,0,3,0,12,0,4,10,0,5,0
FBgn0234377,284,171,170,290,197,1047,371,368,362,394,310,298
FBgn0234376,1776,1559,1512,1693,1532,8204,1561,1511,1732,1687,1486,1310
FBgn0275608,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0275609,28,36,24,11,29,54,32,17,32,15,15,17
FBgn0275606,3,0,5,0,2,27,5,3,7,0,5,0
FBgn0275607,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0275604,6,3,10,6,7,37,9,8,7,11,9,12
FBgn0275605,1489,1189,1132,429,385,1743,1691,1613,1776,336,351,337
FBgn0275602,240,248,146,59,60,434,224,230,278,48,57,64
FBgn0275603,282,200,234,235,223,1233,213,243,314,273,195,183
FBgn0275600,0,7,0,4,0,14,7,5,3,0,0,0
FBgn0239210,4638,5343,4332,4688,5065,25651,4895,5766,6116,3587,4743,5216
FBgn0235776,240,191,177,155,124,721,242,253,260,232,153,148
FBgn0235777,2,2,1,0,6,3,7,0,6,2,2,2
FBgn0258959,1,3,1,0,0,3,1,1,0,0,0,0
FBgn0258958,1,1,0,1,1,1,1,1,2,1,1,0
FBgn0242316,749,630,595,578,438,2633,773,756,823,752,534,458
FBgn0235773,41,13,4,45,9,48,21,4,8,40,8,4
FBgn0242314,3171,3748,3290,4900,4500,25191,3685,4350,5068,3746,4617,4929
FBgn0242315,0,0,0,0,0,13,0,0,0,4,0,0
FBgn0258953,12,9,11,13,12,60,13,14,16,22,6,11
FBgn0258952,12,24,4,25,17,122,24,19,21,22,22,22
FBgn0258951,6,6,3,6,6,28,12,5,5,7,6,7
FBgn0275623,2405,2363,1804,2345,2326,11132,2132,2396,3028,2410,2351,2217
FBgn0258957,8,3,5,1,4,6,3,2,5,1,2,2
FBgn0258956,1,0,1,0,1,1,1,1,0,0,0,1
FBgn0258955,4,4,4,7,5,20,0,6,4,3,1,5
FBgn0258954,4,4,10,3,7,22,2,3,7,6,4,2
FBgn0241955,742,591,578,547,483,2724,758,786,865,627,474,472
FBgn0241954,0,2,10,19,26,56,9,4,0,22,15,22
FBgn0241957,3,0,0,16,7,43,26,3,12,12,7,13
FBgn0241956,0,0,0,1,0,15,0,2,0,6,3,6
FBgn0241951,710,536,556,542,485,2752,787,645,797,671,508,489
FBgn0241950,588,752,578,855,662,3500,674,749,951,602,742,649
FBgn0241953,13661,10762,11444,12457,10417,52938,16249,15397,17136,17458,12812,11037
FBgn0235755,3706,3418,2495,3696,4273,18972,3126,3787,3526,3548,4412,3778
FBgn0238261,13,88,2,8,2,23,43,3,10,16,10,4
FBgn0277265,0,0,0,0,0,0,20,22,21,121,120,106
FBgn0241959,387,321,319,375,302,1619,424,370,364,452,324,307
FBgn0241958,275,190,231,220,185,910,247,274,307,284,205,220
FBgn0234831,0,0,0,0,0,5,2,2,0,0,5,0
FBgn0235205,2593,3804,2059,4782,4372,25600,2980,3606,4025,2327,3540,4219
FBgn0238846,0,2,0,0,0,6,0,0,2,0,0,0
FBgn0242334,3157,2622,2182,2637,2795,14048,3325,3345,3905,2346,2710,2733
FBgn0241394,253,282,318,213,224,1053,338,271,340,271,216,199
FBgn0276530,8329,8955,6453,11722,12040,48657,12825,9646,11307,10768,10744,10430
FBgn0233896,0,0,0,2,0,0,0,0,0,0,0,0
FBgn0235200,6189,5790,4531,4981,4716,25746,5783,6019,6777,5144,4834,5146
FBgn0242038,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0242037,1455,1239,1062,1324,1028,5589,1487,1252,1552,1622,1199,997
FBgn0233891,7,12,3,43,31,171,14,19,8,69,26,60
FBgn0242035,0,2,2,0,0,0,3,0,2,0,0,0
FBgn0235201,864,593,651,774,712,3647,702,707,803,1097,726,642
FBgn0242032,6,0,0,5,5,35,4,12,5,16,15,4
FBgn0242031,8,0,2,5,0,24,0,11,4,8,9,0
FBgn0242030,0,0,0,0,0,2,0,0,0,3,0,0
FBgn0237958,5981,5604,4704,5508,5173,28295,5523,5988,6786,5621,5458,5289
FBgn0237959,0,0,0,0,0,0,4,0,0,0,0,0
FBgn0237950,42316,34971,32232,42246,35974,187918,48153,45845,50625,51492,43782,37913
FBgn0237951,663,506,441,438,433,2018,647,579,763,628,486,430
FBgn0237952,17951,20177,17765,20368,20891,111788,19776,23600,27533,17177,22301,22151
FBgn0237953,0,0,0,0,3,3,0,0,0,0,0,0
FBgn0237954,11527,10208,9894,10691,9737,49870,12193,12383,13519,11599,10381,8331
FBgn0237955,4316,4794,3495,4136,4417,20041,3676,4407,4807,3830,4563,4357
FBgn0237956,93182,84230,78305,103889,95152,478571,109445,118544,127746,116172,114522,97111
FBgn0237957,67,29,44,63,35,156,65,49,51,84,30,44
FBgn0231463,4,3,0,0,3,0,5,5,11,2,0,0
FBgn0258736,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0228748,1186,1044,1003,957,842,4292,1066,1099,1255,1080,886,747
FBgn0242781,103,87,81,83,88,493,104,115,119,71,72,93
FBgn0242780,1323,1025,1062,1515,995,5630,1565,1400,1535,1687,1238,1047
FBgn0242783,5,4,0,0,5,41,8,8,7,7,2,4
FBgn0231941,878,779,645,780,612,3310,836,816,919,987,746,628
FBgn0242785,382,369,372,498,401,1956,425,416,444,483,352,333
FBgn0242784,1350,971,966,1545,1075,6531,1211,1366,1407,1527,1244,1323
FBgn0229568,36,21,20,22,18,106,45,33,22,26,21,31
FBgn0242786,340,338,329,458,432,2315,399,378,461,429,397,412
FBgn0229566,39,56,49,81,122,227,45,44,46,54,108,75
FBgn0242788,465,391,352,750,706,3378,381,415,418,579,570,608
FBgn0229564,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0229565,428,347,338,188,180,985,438,424,469,262,219,185
FBgn0229562,136,138,172,79,111,515,159,148,161,92,88,64
FBgn0229563,378,303,245,208,192,936,330,314,388,252,188,236
FBgn0229560,2,2,2,2,2,2,2,2,2,2,2,2
FBgn0229561,14107,11433,11049,9280,9045,46369,12639,13329,14668,10977,10045,8760
FBgn0277126,0,0,7,2,0,0,0,0,0,2,0,0
FBgn0228178,8318,11063,8827,10072,10311,51316,9315,11784,13273,7252,9343,8821
FBgn0228179,8,8,6,2,5,31,4,0,21,9,9,16
FBgn0228176,41902,50704,40742,52395,51612,267634,46376,55843,63212,44534,54013,54052
FBgn0228177,0,0,0,0,0,0,0,0,0,0,0,2
FBgn0228174,528,434,427,373,325,1579,508,438,531,473,358,316
FBgn0228175,337,262,282,277,257,1229,234,258,314,322,254,235
FBgn0228172,1303,1243,1060,1186,1190,4556,1176,1348,1290,1175,1037,1063
FBgn0237398,14,2,10,0,4,20,16,2,4,8,2,0
FBgn0228170,6532,5901,5140,5078,5199,27409,6252,7007,7681,4902,5393,5121
FBgn0228171,1022,887,798,899,998,5216,974,950,1145,1088,913,846
FBgn0234137,13,11,2,6,0,54,6,2,4,10,0,2
FBgn0234424,3900,2894,3245,3864,3058,16121,3577,3588,3799,4102,2975,2728
FBgn0231461,884,698,637,563,492,2466,848,893,860,641,543,485
FBgn0234426,100,80,62,91,91,498,59,63,67,58,55,66
FBgn0234133,51204,48022,42396,48564,47512,230331,49491,49282,55166,46940,43300,36111
FBgn0234420,184,182,167,175,172,833,117,142,136,129,108,83
FBgn0234131,4089,4340,3598,4809,5170,20594,4688,4665,5408,4107,4783,4806
FBgn0234130,2220,1613,1743,2015,1707,9370,2557,2375,2594,2917,1981,1769
FBgn0229672,27,18,24,0,0,66,24,33,15,2,9,0
FBgn0228992,0,0,0,0,0,0,0,2,2,0,0,0
FBgn0234139,99,63,65,75,57,352,65,75,53,116,75,74
FBgn0234138,1701,1549,1378,1631,1360,7600,2271,2455,2525,2537,2206,2098
FBgn0234608,1484,1222,1074,1330,1154,6416,1579,1355,1557,1272,1269,1202
FBgn0241060,10272,9703,7996,9371,9192,47371,10458,10917,12241,8383,8629,8812
FBgn0241063,1130,1054,913,1126,902,5090,1307,1047,1406,1561,1010,988
FBgn0232869,2151,2189,1914,3152,3389,17426,2197,2437,2827,2892,3269,3399
FBgn0232868,3,3,0,1,0,8,0,0,0,0,2,0
FBgn0232866,11806,8634,9130,10433,8439,22135,5864,5577,12705,13014,4623,8507
FBgn0232862,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0242052,817,800,696,558,495,2991,896,845,952,551,462,501
FBgn0259007,0,0,0,0,0,0,0,2,0,1,0,0
FBgn0068019,5858,6054,5294,7778,6332,30969,6283,6922,7437,7026,6695,5675
FBgn0068018,7640,8291,7551,7753,7852,41054,9302,10501,11718,6847,8059,7383
FBgn0068017,521,360,517,397,249,912,647,494,611,459,258,322
FBgn0068016,220,39,26,231,57,340,90,17,54,180,77,51
FBgn0068015,30,17,21,22,8,84,21,23,27,23,10,12
FBgn0068014,28,8,18,29,26,174,25,11,25,31,21,6
FBgn0068013,8,73,8,16,18,453,84,105,5,35,16,18
FBgn0068012,3972,3325,3255,5431,3685,21687,4183,3844,4076,6518,4292,4094
FBgn0068011,2416,2366,2150,2613,2436,12890,2740,2804,3236,2528,2517,2425
FBgn0068010,359,410,394,194,296,957,419,426,346,199,274,83
FBgn0068240,402,250,242,292,307,1348,372,477,391,461,268,215
FBgn0242144,1375,1084,1087,1504,1278,6794,1378,1304,1465,2075,1456,1411
FBgn0235978,386,322,320,401,308,1509,365,339,390,417,325,301
FBgn0275849,1,5,2,5,0,8,10,10,11,11,10,12
FBgn0239404,6567,5872,5173,6977,6192,33882,6608,6900,7405,7675,6678,6187
FBgn0233757,2,12,0,3,4,24,5,0,8,0,4,9
FBgn0233754,7,14,10,0,2,4,105,83,86,6,8,10
FBgn0239243,0,0,4,2,0,17,0,0,6,8,4,0
FBgn0233755,2348,1965,1890,2132,1982,10320,2263,2303,2471,2353,1887,1816
