gene_id,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0243453,1119,923,825,1267,1211,6032,884,870,1086,1489,1255,1193
FBgn0243450,1488,1434,1158,1265,1118,6036,1408,1347,1611,1324,1106,1159
FBgn0243451,4717,4100,3597,4915,4682,25294,4805,5382,6013,4236,5007,5347
FBgn0240909,1121,802,837,1058,989,4970,972,871,1070,1087,993,873
FBgn0240908,61551,58562,45676,66899,69514,363596,62440,65864,71511,68830,74232,75194
FBgn0240905,1177,1199,1220,1308,1139,6433,1123,1205,1473,937,999,1023
FBgn0240904,7622,6871,5530,7795,7536,39312,7656,7795,8815,7787,7619,8005
FBgn0240907,2094,1542,1585,1990,1657,8400,2178,1991,2232,2172,1670,1421
FBgn0240906,37,46,42,68,61,347,44,36,39,108,86,64
FBgn0240901,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0240900,0,2,0,0,0,18,0,0,0,0,0,0
FBgn0240903,2748,2301,2064,2414,2259,11945,2878,2759,3145,2658,2407,2272
FBgn0240902,4,0,0,4,0,5,0,0,0,0,0,0
FBgn0234880,115716,93556,89748,99483,75733,381498,103318,94209,105018,85361,66559,59135
FBgn0237337,36,30,30,12,36,133,45,51,27,14,15,21
FBgn0231218,573,475,386,384,395,1709,548,467,603,495,469,461
FBgn0250860,1932,1582,1731,1944,1651,8408,1902,1933,2041,2146,1686,1538
FBgn0276661,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0276660,0,0,0,0,0,0,4,0,0,0,0,0
FBgn0276663,1117,891,814,1298,1337,6919,1388,1286,1550,897,1222,1355
FBgn0276662,3,5,6,1,1,1,73,56,63,32,23,30
FBgn0276665,97,94,128,125,141,726,105,125,123,65,138,167
FBgn0276664,0,2,0,0,0,0,0,0,4,0,0,0
FBgn0276667,314,323,294,470,428,2295,408,397,415,532,449,404
FBgn0276666,29,8,13,8,10,31,14,15,24,4,9,2
FBgn0276669,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0276668,164,106,162,91,69,21,95,142,137,101,68,61
FBgn0243338,1995,1526,1440,1683,1507,7657,2029,1928,2003,1889,1433,1310
FBgn0238289,3107,2579,2299,1997,1913,10114,2841,2887,3092,2761,2073,1984
FBgn0238288,3,9,3,16,0,56,7,4,4,16,8,2
FBgn0238281,289,275,268,265,212,1126,248,287,362,256,237,152
FBgn0238283,184,201,162,162,136,832,200,166,244,199,199,170
FBgn0238282,204,299,190,157,90,750,178,203,281,145,125,157
FBgn0238284,0,2,0,2,1,14,4,0,0,0,0,2
FBgn0238287,2487,2252,2214,2342,1742,10276,2674,2401,2868,2803,2278,1786
FBgn0238286,867,668,690,684,706,3721,639,737,710,789,634,651
FBgn0235839,0,0,0,0,0,4,0,0,0,0,2,4
FBgn0239804,289,240,276,246,227,1019,302,280,307,295,178,153
FBgn0235348,4,0,0,0,0,10,5,4,0,0,4,0
FBgn0237461,213,235,185,96,78,489,197,269,262,70,94,84
FBgn0235831,160,69,69,73,44,296,203,82,101,159,71,65
FBgn0235830,350,236,160,155,141,548,167,153,128,170,87,119
FBgn0235833,11938,11302,10286,12764,11612,61448,12998,14187,15073,11017,13211,11860
FBgn0235832,0,0,0,0,0,0,2,0,0,0,0,0
FBgn0235835,226,167,175,63,47,269,207,192,228,58,73,63
FBgn0235834,171,99,110,113,64,394,139,163,187,144,86,59
FBgn0235837,1539,1067,975,1238,991,5006,1467,1261,1432,1255,985,881
FBgn0235836,361,234,199,320,270,1556,336,280,319,273,266,216
FBgn0239805,5451,4553,4558,5685,4443,23391,5985,5048,6140,6386,5445,4502
FBgn0234450,1830,1242,1347,1781,1418,7795,1613,1655,1899,2027,1618,1547
FBgn0230448,740,607,622,706,581,3368,785,739,809,795,716,712
FBgn0231065,22,10,12,40,4,70,20,8,26,33,12,25
FBgn0234316,50,67,27,107,54,390,37,27,32,50,33,38
FBgn0233161,2226,1921,1469,2920,2670,14983,2549,2308,2808,2533,2659,2896
FBgn0233160,0,0,0,0,0,6,0,0,0,0,0,0
FBgn0233163,14,16,18,27,31,115,11,33,11,22,11,15
FBgn0233165,3526,2819,2788,3331,2920,15253,2888,2648,2866,3131,2355,2097
FBgn0233164,6,0,3,0,4,7,8,3,0,0,3,0
FBgn0228523,1136,1008,926,1116,813,4748,1167,1251,1237,1340,943,840
FBgn0236436,12320,11041,9950,13066,11820,61054,13533,14414,15280,11821,12746,11588
FBgn0277339,5,2,4,4,6,15,0,1,4,6,8,7
FBgn0275786,3,2,6,49,0,5,14,3,4,30,2,6
FBgn0237253,1352,964,1034,1299,1082,5526,1459,1328,1472,1593,1067,908
FBgn0234273,593,477,419,667,508,3043,552,484,604,652,593,567
FBgn0234315,244,200,194,103,78,431,296,218,313,57,51,56
FBgn0229258,0,3,4,0,0,0,0,0,0,0,0,0
FBgn0068482,30305,24208,25016,32800,24079,125471,32136,27974,30275,39200,27000,23809
FBgn0229259,0,2,0,0,0,0,0,0,2,0,0,0
FBgn0068192,1937,1233,1400,1711,1345,7118,2035,1728,1915,1957,1466,1331
FBgn0068193,2307,1769,1769,1535,1393,6386,2316,2270,2432,2009,1410,1187
FBgn0068190,71,60,63,35,27,157,97,58,84,33,36,38
FBgn0068191,0,0,0,10,0,0,0,0,0,10,0,0
FBgn0085838,25,12,12,244,248,1065,18,10,22,162,146,129
FBgn0068197,2914,2401,1957,2511,2501,13688,2783,2912,3174,2460,2765,2400
FBgn0068194,1193,876,870,1048,819,4847,1137,1045,1262,1180,897,781
FBgn0068195,17023,13172,13725,16788,11586,64973,18005,16144,16854,20580,14037,11747
FBgn0068198,589,315,432,186,148,1015,462,345,471,247,130,85
FBgn0068199,1732,1471,1483,1006,812,3837,1692,1753,1977,1228,936,871
FBgn0275866,1,1,1,2,1,3,1,2,2,3,2,1
FBgn0275867,59,73,36,22,18,124,50,49,52,12,27,16
FBgn0275864,0,0,0,0,0,3,0,0,0,0,2,0
FBgn0275865,0,2,0,0,0,2,0,0,6,0,3,0
FBgn0275862,1739,1455,1271,1806,1447,8277,1670,1694,1918,1619,1512,1525
FBgn0275863,30,25,28,27,41,160,30,38,42,7,43,18
FBgn0275860,31,30,18,43,23,185,30,18,38,28,18,29
FBgn0275861,0,2,0,0,0,0,0,0,2,0,0,0
FBgn0231689,0,0,0,0,0,3,0,0,0,0,0,0
FBgn0231706,1758,1457,1292,1561,1331,7412,1826,1680,2037,1966,1649,1305
FBgn0258873,3,2,4,1,0,6,6,2,6,3,0,2
FBgn0275869,3804,4796,3770,5107,5741,27483,4376,5763,6149,4602,5515,5395
FBgn0276618,0,0,0,0,0,3,0,0,0,0,0,0
FBgn0242466,2701,2440,2413,3064,2474,12461,2489,2777,3050,2611,2454,2139
FBgn0242467,11635,14595,11692,16113,15672,78887,14051,16656,18714,13016,15441,15443
FBgn0242460,2068,3057,2475,3862,3916,20711,2901,3151,4143,2594,3917,4192
FBgn0242461,5129,4038,4518,5337,3980,23973,5508,5582,6288,7976,5082,3833
FBgn0237088,7,3,5,8,6,14,19,5,4,13,8,4
FBgn0237089,821,722,838,585,616,3562,775,1027,1066,489,672,554
FBgn0237086,1192,1037,1315,1815,2080,10930,1139,1580,1640,1487,2036,1784
FBgn0237084,4270,4950,4359,6089,4874,27307,5140,5340,6382,5117,5233,4642
FBgn0237085,0,0,0,0,5,15,0,0,2,0,0,0
FBgn0237082,33,41,27,23,26,134,55,50,44,22,6,13
FBgn0242469,43,29,14,54,27,136,18,33,22,38,18,18
FBgn0237081,800,688,746,733,594,2950,687,826,745,709,638,626
FBgn0242618,143,100,131,135,109,568,193,140,105,134,88,94
FBgn0234218,8,4,6,6,0,26,60,51,35,28,24,20
FBgn0228879,392,407,329,688,757,3398,448,414,526,732,601,671
FBgn0228870,29901,32229,31505,42831,39808,196317,34267,39779,44442,38886,39936,35727
FBgn0068444,3,1,0,2,0,7,0,2,0,5,4,3
FBgn0068445,1222,947,1010,1151,980,4607,1237,1163,1410,1163,1013,804
FBgn0068446,0,0,0,0,0,0,10,0,0,0,0,0
FBgn0237250,10086,9836,8555,11134,10865,56423,10034,10427,12229,8853,10644,10237
FBgn0068440,502,362,505,583,358,2231,592,565,537,622,466,444
FBgn0068441,0,0,0,0,0,0,2,10,8,0,5,0
FBgn0068442,13,16,4,9,0,30,13,1,0,12,10,2
FBgn0068443,622,217,240,585,277,1079,410,196,314,757,269,516
FBgn0068448,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0068449,22,30,14,15,11,44,20,6,2,27,19,12
FBgn0231687,21,39,13,38,16,108,15,24,10,18,7,14
FBgn0237262,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0237263,350,306,299,347,367,1802,325,350,443,475,419,393
FBgn0232564,1,4,6,6,10,5,1,1,2,4,6,2
FBgn0237261,1824,1371,1377,1632,1444,8356,2051,1961,2198,2133,1853,1472
FBgn0232562,1506,1267,1179,947,818,4857,1423,1433,1565,1048,968,1005
FBgn0237267,22,21,10,30,16,71,13,21,24,9,14,4
FBgn0237264,0,0,0,4,0,4,0,0,4,8,0,0
FBgn0237265,822,620,638,775,630,3428,657,734,847,936,768,619
FBgn0067949,1221,1000,992,1059,912,4708,1201,1136,1314,1267,977,901
FBgn0232569,6554,5150,5082,6729,5889,31229,6512,6173,7056,6867,5800,5488
FBgn0231035,34926,43208,35025,40053,45531,233954,44865,56593,62597,38667,52466,46519
FBgn0236026,1091,884,920,1141,921,4748,1224,1070,1236,1296,942,757
FBgn0231037,10933,10047,8873,8668,7995,44269,11426,11482,12441,9060,9063,8572
FBgn0231036,3819,4341,3914,4306,4152,21039,3926,4831,5655,3407,4014,3628
FBgn0231031,3054,2701,2513,2593,2072,11425,2962,3050,3366,2912,2325,2025
FBgn0236022,0,0,0,2,0,20,0,0,0,0,0,6
FBgn0231033,3050,2501,2262,2514,2350,11995,2998,2877,3217,3031,2150,2098
FBgn0236020,49,17,26,20,16,129,52,63,33,17,28,17
FBgn0231802,31317,24213,24030,23944,18881,95394,39291,36089,39408,28437,24564,19716
FBgn0231039,4041,3669,3096,4189,4135,21012,4236,4355,4877,4283,4042,4149
FBgn0231038,987,733,704,624,552,3030,895,869,978,774,648,660
FBgn0236029,3074,2523,2256,2626,2496,12714,3151,2969,3425,2826,2657,2368
FBgn0236028,77,61,66,37,55,337,88,103,94,58,40,47
FBgn0258877,12,9,8,1,2,2,6,12,10,1,0,1
FBgn0228021,329,182,215,78,62,436,281,263,266,121,73,52
FBgn0258870,0,0,0,0,0,3,0,0,0,0,0,0
FBgn0258420,3,3,0,2,3,7,5,2,6,0,0,0
FBgn0237788,956,815,756,847,1093,6133,873,1035,951,997,1035,815
FBgn0228476,2,5,0,0,0,17,0,2,1,0,0,4
FBgn0231685,10,8,2,18,14,79,5,4,12,8,5,10
FBgn0231787,929,822,656,825,772,3907,923,873,977,783,710,709
FBgn0240349,202,143,184,174,135,851,161,224,198,151,137,138
FBgn0240348,1,1,1,1,1,1,1,1,1,1,1,1
FBgn0237469,7686,6832,5979,8154,6871,36509,7827,7525,8152,8297,6784,5966
FBgn0258872,4,3,1,2,0,6,3,4,4,1,3,1
FBgn0231786,947,771,650,333,326,1644,925,774,978,450,350,353
FBgn0240343,5,2,0,0,0,0,0,3,3,0,0,0
FBgn0240342,65,71,45,73,42,218,66,89,65,66,54,47
FBgn0241831,7683,7051,6376,8832,8376,42950,6944,7226,8556,9536,8039,7857
FBgn0240347,17,14,11,12,0,32,17,23,12,10,11,14
FBgn0237255,8351,7983,7531,7941,7826,39708,9518,10198,10967,8951,8630,8312
FBgn0240344,295,162,310,378,293,1929,292,315,201,500,371,310
FBgn0238450,476,325,343,443,383,1741,384,374,460,400,337,296
FBgn0243339,585,364,428,473,340,1967,561,523,535,616,503,308
FBgn0231784,4,9,1,1,6,6,67,7,2,2,1,32
FBgn0243332,5147,3762,4037,4394,4045,21906,3696,4274,5010,5284,4477,4099
FBgn0243331,566,437,498,561,367,2222,641,622,652,690,532,415
FBgn0243330,1240,931,936,803,685,3430,1167,1152,1230,963,793,632
FBgn0243337,2306,2672,2623,3447,2838,14905,2742,3294,3871,2796,2985,2599
FBgn0243336,6144,4815,4844,4403,3219,18215,6737,5948,6291,6136,4113,3451
FBgn0243335,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0241785,238,206,198,183,158,942,257,242,283,222,167,161
FBgn0238453,915,769,713,867,779,3710,865,851,933,986,810,736
FBgn0241786,23,23,7,21,8,81,20,12,11,28,12,20
FBgn0276069,164,177,140,198,175,956,221,205,276,168,186,197
FBgn0276068,14,0,8,2,7,25,9,6,0,4,13,2
FBgn0276067,33,17,33,64,53,243,26,27,39,58,33,55
FBgn0276066,0,0,1,1,1,1,3,3,5,15,9,13
FBgn0276065,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0276064,1427,1776,1648,2584,2384,12137,1653,1945,2480,2243,2652,2297
FBgn0276063,0,0,0,0,0,0,0,0,3,0,0,0
FBgn0276062,49,26,6,100,64,372,41,38,43,50,69,33
FBgn0276061,0,2,0,0,0,0,0,0,0,0,0,0
FBgn0276060,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0238456,2,5,1,1,0,10,0,3,4,3,0,0
FBgn0277259,2,4,0,2,0,7,0,0,0,2,0,0
FBgn0277258,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0277257,32,39,12,82,57,212,38,14,33,48,32,31
FBgn0277256,11,4,3,8,2,26,1,6,4,8,4,6
FBgn0277255,2,6,4,0,0,5,0,4,2,4,2,0
FBgn0240836,6698,5642,5102,5471,4874,27693,6454,6393,7367,5655,5262,4790
FBgn0277253,949,1419,1157,1915,1893,11002,1365,1685,2027,1260,2117,2390
FBgn0277252,280,192,244,267,241,1133,245,275,228,272,224,216
FBgn0277251,0,0,0,0,0,7,1923,1916,1933,1867,1050,937
FBgn0277250,33,54,51,88,106,390,35,35,46,74,66,70
FBgn0236606,1430,1041,1107,1360,1026,5630,1390,1431,1582,1734,1225,1057
FBgn0242886,0,0,0,0,0,3,0,0,0,2,0,0
FBgn0242887,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0242884,197,193,146,155,218,969,189,278,238,182,208,216
FBgn0242885,0,0,0,0,3,0,0,0,4,0,0,0
FBgn0242882,4,8,8,9,9,37,40,7,23,13,6,6
FBgn0242883,701,577,614,578,513,2761,693,652,788,681,535,526
FBgn0242880,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0242881,0,0,0,3,0,11,3,0,0,0,0,5
FBgn0242888,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0242889,62,76,42,54,53,386,54,82,94,43,67,40
FBgn0238635,28,29,29,6,10,111,25,29,41,8,6,21
FBgn0068254,5663,4487,4225,7348,5838,28758,7193,5751,6904,9042,6197,5022
FBgn0238519,2842,2537,2180,2622,2403,12594,2763,2945,3134,2346,2268,2253
FBgn0238518,13462,11186,11410,14155,11825,62369,13960,13943,14967,14267,12645,11014
FBgn0240738,7008,6572,6111,8086,7636,40850,7236,8043,9345,6724,7898,7712
FBgn0240739,6096,6697,5154,6377,6370,33834,7159,8607,9639,5615,6940,7829
FBgn0238511,1949,1810,1659,1717,1744,8521,1840,1988,2165,1822,1621,1618
FBgn0238510,677,595,558,479,465,1931,657,659,654,514,362,336
FBgn0238513,1052,884,845,972,911,4604,1072,889,1047,1026,838,705
FBgn0238512,122,121,68,117,112,498,115,105,135,120,105,70
FBgn0240736,4260,3250,3334,3792,3071,16530,4292,3969,4175,4417,3522,3247
FBgn0240737,3905,3798,3251,3940,3407,18883,4163,4248,4859,4216,3796,3570
FBgn0240734,3184,1603,1484,1610,1528,6835,1920,1888,2059,1389,1601,1552
FBgn0240735,39,1787,1741,1763,1656,10353,1490,1819,2193,1491,1470,1480
FBgn0238636,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0231441,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0230078,11867,10044,9241,10288,9263,50744,13109,13281,14025,12929,11130,11117
FBgn0230076,10108,9257,8242,8262,7929,42822,10158,10251,11494,9141,8521,8220
FBgn0230074,4075,3564,3333,2201,2436,12102,3947,4166,4480,2158,2466,2106
FBgn0230075,16550,12894,12323,15530,13693,73115,19450,19590,19506,19425,17217,15298
FBgn0230072,537,427,351,304,306,1591,449,497,500,348,319,305
FBgn0230073,843,735,683,699,592,4286,819,786,869,876,727,625
FBgn0230070,2228,1897,1816,2003,1671,9085,2244,2204,2507,2460,1813,1566
FBgn0258914,3,2,8,3,2,12,2,5,4,7,2,3
FBgn0228815,4,0,0,2,0,4,0,0,0,0,0,2
FBgn0235646,0,3,2,3,0,7,6,6,4,3,2,0
FBgn0242263,6,8,6,13,10,33,18,6,18,3,9,5
FBgn0235644,1215,942,934,1049,790,4016,1424,1404,1520,1010,906,737
FBgn0235645,9532,7804,7732,6714,5665,29472,9996,9553,10412,6799,6293,5412
FBgn0242266,2,6,2,2,0,17,0,0,2,9,2,4
FBgn0235643,0,3,3,0,0,10,0,0,2,0,0,7
FBgn0235640,16,10,7,24,27,76,26,4,10,31,21,21
FBgn0242265,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258683,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0235139,403,246,262,373,291,1437,342,395,372,477,263,291
FBgn0258681,0,0,1,0,0,2,0,1,0,0,0,0
FBgn0258680,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0258687,0,0,0,0,1,1,0,0,0,0,0,0
FBgn0258686,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0235648,6,9,2,11,7,44,10,8,8,12,5,15
FBgn0235649,754,748,631,855,804,3470,638,630,776,632,573,557
FBgn0258913,6,4,2,1,1,9,3,2,4,6,1,0
FBgn0236579,1,0,0,0,0,2,0,0,0,0,2,0
FBgn0236578,2508,2063,1900,2478,2138,11225,2402,2153,2568,2839,2002,2046
FBgn0236601,4,16,0,8,5,25,0,0,8,26,2,4
FBgn0234217,0,2,0,4,8,15,2,0,0,0,0,0
FBgn0258912,0,1,0,0,0,0,0,1,1,0,0,3
FBgn0236575,6,3,0,218,10,9,19,5,2,153,11,9
FBgn0236574,12850,12157,10717,12757,12079,61506,14671,15436,17407,12112,14631,13666
FBgn0232780,1061,995,859,321,286,1759,1209,1032,1395,323,256,270
FBgn0237868,14,4,12,25,14,73,2,5,21,28,10,25
FBgn0236600,3170,3464,2843,2403,2639,12061,2414,2860,4005,2251,2351,1980
FBgn0229186,4,0,5,8,6,24,6,2,14,14,4,2
FBgn0229180,1399,1500,1386,1511,1228,7043,1517,1694,1955,1375,1342,1169
FBgn0229181,2,5,6,103,13,15,18,10,6,50,2,2
FBgn0229182,6,10,7,8,14,63,9,4,10,19,18,4
FBgn0237860,5607,4982,4442,5912,5234,28459,5306,5857,6336,5493,5747,5148
FBgn0237861,75070,64118,58651,65944,67426,352720,70973,72807,87454,67770,70103,62191
FBgn0237863,1014,803,862,1078,907,4797,1065,1067,1084,1306,978,885
FBgn0229188,5880,5490,5428,6808,5292,29495,6269,7180,7466,7449,6341,5258
FBgn0258911,0,2,0,1,0,1,1,1,0,0,0,1
FBgn0237866,2,0,0,0,0,0,4,0,0,0,6,2
FBgn0237867,725,666,612,889,768,4032,567,657,735,655,598,663
FBgn0228595,144,123,86,799,799,4410,174,144,174,596,645,650
FBgn0228590,1738,1576,1531,1713,1344,7463,1717,1734,1837,1927,1421,1319
FBgn0228591,4995,5431,4662,6024,5733,30087,5343,6170,6717,5143,5826,5215
FBgn0228592,8081,7432,6707,7065,6464,35515,8067,8639,8808,7341,6822,7117
FBgn0228593,745,532,552,597,413,2641,683,747,706,749,551,396
FBgn0228598,4703,4040,2869,3234,3598,16998,3973,4294,4473,4340,3408,3841
FBgn0228599,2265,1817,1703,2152,1886,9932,2349,2395,2537,2499,1989,1972
FBgn0068249,1548,1357,1265,1721,1378,7252,1673,1657,1716,1877,1524,1227
FBgn0231994,5126,4601,4191,4170,3964,21480,4212,4728,5773,4256,3744,3407
FBgn0236209,0,0,0,0,0,0,0,0,0,2,2,0
FBgn0242671,3115,4012,3123,5483,6188,34199,4278,4966,5437,3826,6023,6460
FBgn0242670,384,323,316,499,588,3081,331,422,515,411,663,587
FBgn0242673,121,88,101,123,86,445,161,135,181,148,79,109
FBgn0231528,1322,792,841,652,686,3426,992,848,928,640,666,663
FBgn0242675,3,10,0,4,7,27,16,11,9,6,0,12
FBgn0242674,131,112,107,122,99,501,143,119,134,112,85,80
FBgn0242677,0,0,0,8,6,12,6,0,0,4,0,0
FBgn0242676,2803,3897,3838,3863,3416,19663,4003,4994,5619,3363,3991,3709
FBgn0229236,3,3,0,7,0,12,10,0,4,3,4,0
FBgn0229237,18,16,8,57,44,175,16,26,29,60,54,32
FBgn0229234,4,0,0,0,0,7,0,0,2,0,1,0
FBgn0229235,0,5,0,2,0,2,2,5,11,0,2,2
FBgn0229232,1306,1069,1093,1004,866,4870,1234,1283,1432,1211,1105,852
FBgn0229233,326,256,233,247,195,956,337,334,333,250,181,150
FBgn0229230,650,582,642,844,1200,5891,1124,877,683,548,1062,496
FBgn0229231,542,439,416,484,428,2164,601,563,515,662,440,412
FBgn0233110,8125,11349,8860,9513,10571,54754,9508,12421,14084,7065,9712,9876
FBgn0258922,2,1,2,2,0,4,1,2,1,1,1,0
FBgn0228048,1507,1592,1404,1523,1595,7990,1789,1927,2095,1293,1487,1385
FBgn0228049,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0228046,3852,3591,2912,4488,4235,23254,4584,4411,5427,2811,4180,4919
FBgn0228047,65,95,60,144,125,732,108,91,107,146,159,127
FBgn0228044,507,485,464,511,483,2385,604,587,645,586,522,464
FBgn0228045,2150,1848,1739,2078,1837,9508,2191,2130,2372,1952,1898,1886
FBgn0228042,6786,6178,5767,5283,4286,23429,6591,7108,7324,5883,4709,4585
FBgn0228043,3868,3144,3079,3284,2795,15082,4057,3595,4137,3657,3077,2810
FBgn0228040,4464,3945,3327,3490,3335,18468,4247,4240,4606,3591,3473,3262
FBgn0084944,2026,1850,1561,2062,2103,10478,2077,2499,2573,2207,2265,2133
FBgn0234515,205,158,92,118,75,429,148,93,192,153,89,120
FBgn0234514,3666,3383,3013,3358,3141,16244,3766,3859,4491,2613,2987,2879
FBgn0234517,1487,1215,1344,1457,1047,6594,1749,1598,1658,2078,1346,1140
FBgn0239836,4,11,14,23,3,43,13,9,7,16,23,18
FBgn0234511,295,415,328,482,518,2681,337,466,508,330,440,465
FBgn0234510,24594,26575,24451,27216,26269,138424,25500,31187,35329,22786,26958,24806
FBgn0234513,596,488,463,403,370,1854,642,589,593,638,450,497
FBgn0239832,19,17,6,16,28,110,22,13,12,25,7,10
FBgn0239839,0,0,0,2,0,1,0,0,0,0,0,2
FBgn0231521,2977,2487,2189,1884,1773,9252,3107,3126,3212,2393,2094,2001
FBgn0236200,0,0,4,0,0,12,0,0,0,2,0,0
FBgn0243198,3,0,0,4,0,0,4,0,2,2,0,0
FBgn0239454,2463,1953,1885,2379,1855,10179,2621,2293,2600,2782,2111,1868
FBgn0231527,596,457,379,502,473,1949,416,294,545,620,313,573
FBgn0231526,1950,1828,1468,1619,1474,7029,1921,2241,2046,1732,1347,1390
FBgn0236205,82,84,67,127,65,475,138,80,87,149,110,92
FBgn0232919,0,0,0,0,0,4,0,0,0,0,3,0
FBgn0231025,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0232916,10126,9609,8364,9793,9731,53399,9885,10968,12336,11606,10767,10381
FBgn0232915,1041,2443,1091,3030,3268,18356,1664,1862,2536,1995,2715,3027
FBgn0236204,0,7,0,19,10,47,4,7,13,23,14,10
FBgn0232912,9,14,2,4,2,22,17,12,6,4,4,3
FBgn0232911,5,16,5,28,11,69,5,6,8,25,11,18
FBgn0234779,8,12,13,11,10,43,16,22,11,10,12,9
FBgn0234778,220,235,218,154,166,673,189,178,202,134,120,68
FBgn0234771,46,42,31,240,205,1037,19,55,30,221,205,179
FBgn0234770,7,20,4,4,2,16,10,12,4,0,0,6
FBgn0234773,7,1,0,34,38,193,1,3,2,35,43,23
FBgn0234772,162,168,132,526,402,2201,84,98,113,614,560,415
FBgn0234775,5479,4522,4188,6018,5156,26376,5550,5448,5897,7283,5866,5011
FBgn0234774,3095,3051,2357,3213,2989,16200,3060,3590,3845,3015,3162,3102
FBgn0234777,1562,1391,1397,1781,1400,7729,1413,1538,1660,1557,1532,1256
FBgn0234776,10309,8357,7498,10028,9131,47572,10162,10541,11137,10706,9274,9142
FBgn0258812,1,1,0,0,1,1,0,1,0,0,0,1
FBgn0067429,196,182,179,251,160,887,165,180,242,177,177,165
FBgn0067428,4818,4254,3969,4091,2964,15930,5422,4883,5498,4658,3587,3200
FBgn0067427,2860,2032,2168,1505,1499,6855,2400,1907,2353,1466,1317,1230
FBgn0067426,0,0,0,30,40,109,0,4,6,25,21,13
FBgn0067425,176,137,151,193,132,837,142,140,138,152,128,122
FBgn0067424,924,717,582,658,847,3263,677,720,729,576,761,450
FBgn0067423,1953,1686,1491,1826,1624,8538,1780,1759,1961,1777,1669,1443
FBgn0238818,572,507,446,568,500,2473,546,533,654,480,476,487
FBgn0237726,2,2,2,0,2,8,2,0,0,0,6,0
FBgn0258813,2,2,1,3,4,13,5,3,7,5,4,3
FBgn0240130,2167,2319,2334,3786,6854,20857,2443,3136,3088,2658,7661,4235
FBgn0240131,22,23,13,16,16,83,34,56,22,13,18,38
FBgn0240133,0,0,0,0,0,0,0,0,4,0,0,0
FBgn0240134,15627,11294,11151,18822,12901,73644,16508,18670,15602,19047,19750,15396
FBgn0240136,390,346,336,514,550,2874,381,485,421,396,482,534
FBgn0240137,732,561,565,1035,837,4417,632,732,720,892,891,770
FBgn0240138,49,64,49,76,67,132,63,66,66,31,54,46
FBgn0240139,671,643,552,637,537,2871,579,602,721,591,534,497
FBgn0232530,16449,15319,12309,16540,16101,89607,17644,18038,20065,15138,17731,18259
FBgn0243100,227,181,161,673,628,3668,205,249,238,611,662,555
FBgn0243101,1886,1564,1466,1781,1541,7934,1940,1837,2103,2025,1815,1612
FBgn0243102,2640,2342,2309,3089,2789,14070,2542,2618,3145,3037,2729,2377
FBgn0243103,3934,4504,3878,3351,2731,13178,4152,4049,5209,3861,2664,2299
FBgn0243104,2115,1795,1683,2306,2180,11316,2026,2209,2491,2041,2123,1925
FBgn0233848,52,50,53,40,29,183,68,68,66,71,73,53
FBgn0276858,6,15,9,5,4,30,12,19,7,4,5,6
FBgn0243107,7933,7203,6531,9883,9360,53300,8639,8798,10032,7208,9712,10737
FBgn0276856,4,0,4,8,0,5,6,0,0,4,0,0
FBgn0276857,91,86,90,204,201,997,99,147,99,185,169,136
FBgn0276854,0,3,3,11,4,27,14,5,9,6,6,3
FBgn0276855,176,196,161,217,177,1010,97,139,139,198,160,165
FBgn0276852,0,0,0,5,0,12,0,8,0,0,4,0
FBgn0276853,1709,2408,2100,2587,2569,14598,1792,2584,3089,2790,3284,3087
FBgn0276850,0,1,0,0,0,0,583,574,575,434,351,322
FBgn0276851,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0068291,2242,2009,1790,1838,1847,10051,2049,2313,2378,1821,1752,1807
FBgn0068290,4602,3552,3675,4741,3593,18484,5346,4873,4968,6216,4253,3828
FBgn0068293,1099,839,782,854,830,4759,798,751,1056,1026,984,886
FBgn0068292,60,16,12,8,12,35,14,2,9,26,8,5
FBgn0068295,1823,1527,1232,1954,1469,7160,1883,1703,2004,2135,1554,1331
FBgn0068294,5296,6874,5871,8225,7292,36615,6853,8421,9659,7226,7710,7162
