genes,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0067989,396.311279,528.252197,511.175598,609.338196,668.915527,700.907654,504.796997,559.149475,614.902466,434.081635,644.434753,690.560425
FBgn0067990,68.397491,105.722008,87.61483,99.000847,108.396286,115.913757,73.563423,90.8358,92.125183,73.845482,102.326996,102.547882
FBgn0067991,116.216393,110.640572,112.818726,116.867111,107.184334,112.721497,112.00679,99.36322,101.651146,120.069839,107.972252,103.384468
FBgn0067992,114.513512,103.45826,117.356026,108.40271,89.041901,108.042343,120.501656,110.012169,110.668205,129.627029,94.767792,101.487892
FBgn0067993,8.798381,4.976831,4.937173,7.169085,3.451273,5.032913,20.357494,5.208136,3.580454,13.610188,5.855464,5.138749
FBgn0067994,21.895374,26.032141,24.673185,29.967466,35.618122,29.259529,22.854738,20.160177,22.930954,23.722645,24.311041,32.965153
FBgn0067995,424.633759,403.904938,423.470276,459.095795,436.119141,430.603455,421.369171,421.75769,421.518158,508.745087,452.80368,418.542358
FBgn0067996,221.072922,238.231796,216.259338,182.17981,234.105774,231.727737,213.435349,241.539154,251.383942,184.077438,233.948685,243.468948
FBgn0067997,431.673645,356.022095,423.336121,443.59375,397.834106,379.026855,481.83017,421.788422,391.62677,521.73175,414.726715,377.241211
FBgn0067998,57.231041,62.742382,56.07037,67.360611,73.02359,72.255157,59.583633,65.393562,63.711292,53.751774,66.811874,69.708221
FBgn0067999,55.979122,50.000092,55.065319,54.641479,50.638111,50.261143,57.949795,51.740578,48.624218,61.172783,56.637321,53.652191
FBgn0068000,284.712616,290.013184,287.218353,276.448547,262.499207,274.839233,283.499146,288.627747,267.91098,283.283051,269.783997,292.272614
FBgn0068001,92.758392,78.384674,75.98513,63.903488,55.268635,56.749466,64.779182,58.940521,62.955727,59.813362,57.496105,65.234428
FBgn0068002,1385.842285,1445.071411,1402.021362,1494.079224,1630.448975,1553.523926,1415.567993,1462.237793,1546.282715,1304.902832,1544.375244,1537.541382
FBgn0068003,1814.592163,1652.812866,1853.078613,1720.293579,1623.982178,1633.303833,1840.172119,1795.286255,1719.138916,2224.871826,1809.869263,1695.030884
FBgn0068004,117.606339,108.412018,114.053558,113.52433,98.669106,107.580444,133.886276,118.387611,116.197182,138.38504,109.745995,108.890083
FBgn0068005,219.461502,216.037781,222.167191,219.233109,230.433533,233.533173,215.874741,222.761459,235.226395,195.908676,222.088486,210.016647
FBgn0068006,232.87471,215.49675,228.280457,190.621872,190.584641,190.700836,224.189194,221.88765,217.177124,225.681747,202.262054,195.515442
FBgn0068007,10.696771,9.86737,11.931442,24.392284,21.371849,20.751019,9.614588,10.383347,10.413072,28.268173,22.27422,22.189682
FBgn0068008,307.34613,314.677216,299.017761,363.711578,348.867523,336.939423,350.865631,335.700836,341.835052,341.911926,352.856171,341.428253
FBgn0068009,243.219223,217.957428,232.323395,184.005203,164.687561,159.141434,215.909088,191.629486,184.542099,139.666245,151.434219,140.230698
FBgn0068010,17.749805,23.47455,23.898504,9.601474,17.205311,10.543141,19.630047,20.210754,14.84175,9.198754,14.84625,4.964025
FBgn0068011,36.253391,41.180779,39.61832,39.273979,43.054928,43.09259,39.027794,40.376156,42.167118,35.563576,41.365921,44.237793
FBgn0068012,146.762512,142.520645,147.727844,201.066177,160.379547,178.557922,146.770081,136.339386,130.805496,225.791748,173.747986,183.937057
FBgn0068013,0.169336,1.93637,0.227184,0.363686,0.461479,2.52495,1.816206,2.301027,0.081118,0.774266,0.490181,0.50177
FBgn0068014,0.634641,0.187928,0.528922,0.659815,0.608181,0.921182,0.53088,0.212616,0.479557,0.613477,0.517319,0.141759
FBgn0068015,2.034742,1.352246,1.771493,1.456863,0.629091,1.278885,1.361881,1.521131,1.561487,1.44563,0.705374,0.935224
FBgn0068016,12.373926,2.520611,1.697494,13.039383,3.841899,4.293478,4.784193,0.863771,2.580518,9.531687,4.731617,3.514017
FBgn0068017,16.200068,12.959859,19.752378,12.333923,9.094213,6.325588,19.102295,14.705115,16.489765,13.379576,8.744437,12.184671
FBgn0068018,30.548092,33.435764,33.80209,29.643356,32.299171,28.84325,32.282837,30.647936,33.015495,28.448193,28.052229,29.599554
FBgn0068019,153.922699,190.260818,183.3452,197.216949,192.920898,175.610016,158.944656,176.010269,172.215393,169.272812,190.89592,176.773376
FBgn0068020,23.259932,21.846458,21.466375,16.803419,18.469934,18.266243,14.100596,17.037737,19.925447,16.098825,20.600821,20.271868
FBgn0068021,99.516487,91.215858,95.648041,87.848946,91.508522,89.735207,98.499557,98.656372,95.873108,101.661957,90.729462,93.555
FBgn0068022,95.261787,87.60733,98.821938,64.462257,57.333668,60.438618,89.812637,83.227257,77.29776,73.082268,61.455719,59.061489
FBgn0068023,68.285454,52.307621,55.936226,49.972511,46.684784,48.320351,58.210197,50.823734,56.071507,52.396317,50.441162,49.787277
FBgn0068024,16.875994,15.222135,14.917642,12.903092,15.170573,16.07929,13.614106,13.74028,13.363943,11.377488,12.88212,13.270872
FBgn0068025,46.834644,39.182621,41.859661,31.654964,34.520378,34.163265,47.314873,42.826008,41.305302,37.557495,34.111359,33.408562
FBgn0068026,128.909195,147.63945,143.188675,62.907009,67.090248,71.804558,131.449829,135.78392,141.589859,60.766426,70.492188,56.855572
FBgn0068027,128.861908,120.522812,133.612701,117.907318,109.921951,110.605103,131.574539,123.728729,121.102867,121.452843,119.099648,104.188591
FBgn0068028,87.164238,83.893608,88.90715,91.805893,97.724327,101.036812,90.907455,72.342072,84.932816,109.989265,90.881172,90.183899
FBgn0068029,34.99641,35.573677,36.443626,45.531532,40.443157,39.034012,34.19334,33.341915,32.659481,41.961418,40.931133,37.65657
FBgn0068030,0,0,0,0.990687,0.737605,1.140824,0,0,0,1.122826,0.806897,0.446083
FBgn0068031,8.001837,6.209529,3.95376,7.251614,4.784282,5.623099,3.025176,2.012333,2.533898,4.078719,2.713718,4.06949
FBgn0068032,361.815643,314.202637,350.975494,357.922821,319.879425,319.443359,439.165009,393.351257,381.460876,470.054413,394.354523,354.578461
FBgn0068033,74.645767,59.541389,71.695961,67.49601,55.368114,64.358749,78.004089,72.618492,69.41275,88.128021,68.745674,60.224319
FBgn0068034,0,0.083679,0.224925,0.3813,0.051518,0.198528,0,0.187663,0,0.457781,0.841476,0
FBgn0068035,0.50809,1.368462,0.343459,1.563159,0,0.722213,0.914014,0.238991,0.17535,4.41372,1.365124,0.122736
FBgn0068036,153.950684,138.384674,144.542603,140.923676,135.74115,140.767929,156.046082,150.489029,140.61026,166.626831,147.681656,150.754181
FBgn0068037,151.228699,131.9561,150.372757,132.17218,124.704323,133.489197,157.011139,137.201324,129.193161,156.031982,136.347656,123.110916
FBgn0068038,524.741516,468.835876,509.950287,437.463745,401.654755,402.297302,565.505859,512.292664,516.470764,543.504211,452.150604,436.02417
FBgn0068039,3.414192,1.203588,1.227833,11.298676,2.950515,4.144274,4.273568,1.040418,1.925772,5.182258,4.071252,2.185287
FBgn0068040,106.65744,109.9123,104.966942,97.592171,122.142418,114.727348,107.439064,112.023636,114.351059,93.902428,106.975716,112.033051
FBgn0068041,60.984241,68.847992,71.330513,68.082748,68.678352,70.590309,52.946472,61.932369,67.615982,57.832211,69.158218,63.50621
FBgn0068042,28.619576,30.776239,27.316803,32.20483,38.848633,39.137455,28.988224,34.086956,36.107922,26.565367,38.807335,40.50111
FBgn0068043,76.866005,71.507385,79.069618,75.22377,74.560997,75.038025,82.85601,72.441147,73.816536,85.968567,74.882851,72.715179
FBgn0068044,66.85038,63.469109,65.132683,60.403717,65.577538,60.329372,67.479843,64.634735,62.001923,70.727913,61.309566,61.24205
FBgn0068045,80.90686,69.057602,74.821754,69.694572,68.03759,68.08358,80.432632,72.21093,75.999763,75.975693,69.013657,66.766335
FBgn0068046,1356.952637,1183.84668,1289.424561,1045.947388,838.433838,823.37085,1477.109741,1219.333008,1188.838135,1276.033813,987.620911,918.835449
FBgn0068047,1834.922241,1656.797241,1759.711426,1816.640991,1531.712158,1560.176514,2100.487061,1853.691772,1779.964844,2352.228271,1816.130737,1823.115234
FBgn0068048,1135.824097,1032.453003,1123.560913,1151.435181,1035.928223,1002.583252,1094.184814,1010.771851,990.230164,1233.783813,985.900757,992.353271
FBgn0068049,3001.51001,2950.584229,3109.084961,3284.844482,2663.455322,2830.762451,3012.975586,2969.307373,2930.912598,3544.459717,3041.999756,2893.191406
FBgn0068050,1148.710083,1028.456543,1109.778442,1161.159424,1007.162659,997.024841,1126.30127,1022.15741,987.91748,1291.121338,1019.679321,991.609253
FBgn0068051,735.287354,652.293213,728.988831,685.704956,561.930908,578.391418,691.077148,673.202026,640.298706,775.313843,616.555359,597.545593
FBgn0068052,3023.155518,2675.335205,2890.452637,2720.702148,2233.742676,2324.117188,3123.433105,2727.09082,2620.476807,3152.753174,2507.174072,2379.156494
FBgn0068053,2530.860352,2174.795166,2454.936035,2687.259521,2110.547607,2357.942139,2619.734131,2378.348145,2241.235352,3547.072266,2513.265869,2389.82959
FBgn0068054,555.73938,520.378296,571.738525,648.535645,544.263977,533.929382,568.086304,477.776154,492.975586,717.816345,543.822266,544.457214
FBgn0068055,1147.358643,999.803955,1116.851685,1237.633423,1058.745361,963.017212,1115.319458,980.33136,967.276367,1249.120483,964.52887,949.906189
FBgn0068056,1403.038208,1238.265625,1404.700073,1535.324585,1245.761597,1266.859619,1535.96228,1309.672363,1285.056152,1775.030029,1359.821045,1263.075928
FBgn0068057,1113.28418,996.78833,1077.748535,1140.883789,956.764404,966.59259,1175.268799,1102.106689,1064.408081,1421.720581,1101.634399,1063.499878
FBgn0068058,1653.539185,1506.308594,1657.276489,1674.397949,1302.341064,1328.841675,1463.626709,1296.920898,1264.086792,1651.161011,1257.162964,1214.371338
FBgn0068059,957.365906,851.500183,959.914368,785.766479,745.495422,733.120544,888.904907,845.164001,817.982117,890.951843,737.565125,718.960388
FBgn0068060,748.581726,732.309753,803.255005,698.468872,561.78833,629.210144,786.128601,722.531799,715.352478,828.240356,612.890869,642.694397
FBgn0068061,1641.759644,1401.483765,1625.958374,1646.898682,1307.041504,1390.235229,1587.968628,1362.499634,1331.69873,1753.27124,1329.3396,1364.972412
FBgn0068062,1692.110229,1529.567749,1678.205078,1611.746094,1266.397339,1367.681274,1645.845215,1430.432739,1417.014404,1889.624756,1464.356812,1356.524902
FBgn0068063,1526.96936,1452.363403,1490.573242,1609.405762,1425.581055,1361.14209,1639.166504,1402.600342,1422.967896,1787.243652,1461.413208,1474.978882
FBgn0068064,1529.702393,1322.610596,1494.910156,1791.174194,1456.809814,1441.396973,1620.53186,1425.137573,1409.396362,2087.96167,1597.118896,1497.136475
FBgn0068065,1397.886719,1286.299438,1348.647095,1404.074707,1191.153931,1258.297607,1464.168457,1313.891479,1260.185181,1602.676392,1306.20813,1285.905029
FBgn0068066,1314.402222,1190.291016,1242.366577,1343.137817,1163.553101,1176.852539,1330.150269,1146.532349,1128.641479,1503.921265,1184.561157,1142.829224
FBgn0068068,1402.148804,1212.461182,1354.516846,1611.594116,1386.871826,1316.515015,1568.686279,1441.811646,1359.82605,1995.880615,1481.917847,1378.620972
FBgn0068069,1226.895508,1087.43689,1258.36145,1369.329102,1146.94751,1118.036987,1409.185669,1242.908325,1228.068237,1784.192261,1347.609863,1211.956909
FBgn0068070,1822.227783,1538.506226,1766.524048,1777.860107,1497.733276,1507.996704,1822.719971,1633.182739,1534.294312,2009.543945,1448.531616,1415.431641
FBgn0068071,2857.002197,2478.550781,2840.549561,2879.678223,2354.014893,2392.176514,3069.63501,2588.495605,2550.363037,3482.18457,2564.94751,2435.998535
FBgn0068072,667.136902,567.193237,667.293762,784.406189,667.538696,652.697937,647.504517,598.981384,572.211792,893.410645,656.05957,618.996826
FBgn0068073,1444.327515,1173.067505,1424.747314,1375.189209,1208.266357,1218.214844,1353.50415,1294.783936,1200.474731,1546.0177,1104.264771,1079.20105
FBgn0068074,1370.6698,1202.965698,1346.56958,1710.06189,1404.606201,1415.391357,1361.153687,1200.993652,1142.280029,1916.232056,1469.550293,1411.642212
FBgn0068075,1700.790405,1601.860229,1670.026367,1657.638794,1519.099243,1505.904541,1688.979248,1517.47998,1487.42688,1780.303101,1497.583008,1512.948242
FBgn0068076,1701.32251,1526.23291,1655.741089,1842.11792,1494.792236,1546.845703,1783.299072,1571.623901,1532.873657,2050.80249,1614.526855,1531.570312
FBgn0068077,1182.230469,1055.389526,1100.883545,1156.372925,1063.854004,969.176331,1208.936279,1116.901733,1039.193237,1395.431885,1072.84082,1041.617188
FBgn0068078,2472.636963,2064.356445,2301.795654,2661.181885,2123.405762,2353.366211,2516.151855,2231.798828,2143.155518,3135.612793,2326.817871,2208.110596
FBgn0068079,3435.858887,3054.151611,3327.667969,3619.916992,2776.488037,3158.450684,3507.724365,3142.271973,3034.466797,4370.580566,3316.390381,3149.234375
FBgn0068080,1720.774658,1568.685669,1704.816406,1811.968506,1548.444458,1528.237427,1769.94812,1526.856445,1480.495361,2052.79834,1571.856689,1505.108032
FBgn0068081,1405.81897,1278.40564,1433.65979,1435.789307,1191.390747,1278.068237,1494.833496,1344.003418,1252.114624,1777.703247,1398.781494,1309.102539
FBgn0068082,892.609558,806.508179,925.580322,1001.905823,834.193726,813.745605,930.573486,832.728943,815.043518,1049.813232,846.406433,789.379028
FBgn0068083,1081.839478,1063.635498,1074.503052,1195.562744,1128.898438,1081.288818,1100.007812,1048.318604,1007.013916,1200.063232,1025.407837,1068.142212
FBgn0068084,99.128342,127.873703,113.660202,113.41143,132.734055,131.150711,107.12925,123.146843,130.381546,84.138969,121.614334,131.279877
FBgn0068085,963.097778,925.223022,935.9823,919.286621,845.012634,823.159119,928.713013,844.311707,841.441528,915.457031,798.528687,795.994324
FBgn0068086,9.468924,10.16152,10.172144,4.452171,4.549434,5.96636,7.752261,8.280261,9.016145,4.241132,4.020745,4.128623
FBgn0068087,345.694977,332.26947,386.497711,433.12204,434.738007,413.199615,340.698486,376.950012,370.798889,315.575928,409.2883,356.316406
FBgn0068088,97.6912,112.973068,97.423706,97.840607,109.230103,107.172043,88.227852,101.644539,101.514366,83.188904,105.00975,109.104813
FBgn0068089,819.8302,716.619995,791.91687,807.565796,748.970764,716.199097,905.597168,867.938965,841.06427,1017.442932,859.195312,794.698364
FBgn0068090,1727.504639,1635.164917,1637.821411,1592.666626,1591.220947,1555.629395,1758.451904,1764.878174,1705.226074,2000.732544,1929.489014,1792.843628
FBgn0068091,101.853607,92.943481,98.886185,94.68589,82.560112,89.308701,113.070595,90.281013,100.515816,112.167145,101.08889,89.291473
FBgn0068092,92.815819,83.93692,84.265244,75.519623,76.134079,71.771889,90.068962,83.657608,87.448204,92.476997,79.027313,70.68985
FBgn0068093,177.457367,170.113007,166.004105,171.361008,167.446152,166.269928,181.909485,171.99411,178.972794,235.802567,185.070877,173.333649
FBgn0068094,103.408119,93.229393,88.689194,97.40493,96.244347,92.845375,104.06765,97.486397,101.54007,124.837883,107.559494,98.628601
FBgn0068095,291.257965,275.964935,260.511353,302.258667,331.732819,319.074036,275.661469,277.603851,273.255951,309.810883,312.599457,330.523438
FBgn0068096,311.099304,437.489716,377.494476,427.544189,494.279572,480.209045,341.196259,423.350403,450.275757,309.714722,451.798248,492.877075
FBgn0068097,128.460358,152.393173,102.652092,98.80323,97.957024,94.295082,99.558762,78.392525,78.816078,84.233772,122.797539,140.568024
FBgn0068098,13.101286,8.724424,8.599934,9.843156,7.023715,11.915121,11.31136,12.733569,8.34549,11.183805,8.395355,7.821069
FBgn0068099,1304.834717,1164.269043,1292.906006,1358.981812,1252.889282,1223.386719,1321.768799,1225.073486,1226.350708,1632.57373,1360.87793,1321.296753
FBgn0068100,300.039459,284.33609,284.994019,274.565582,282.488861,276.844482,282.307892,300.933228,292.230865,287.284027,296.024292,289.216644
FBgn0068101,316.432861,261.710999,293.893066,268.126556,250.595703,246.275055,342.612396,304.630707,289.585999,308.6763,267.867462,274.037292
FBgn0068102,94.772636,57.715752,81.2341,86.62426,74.189758,59.632137,183.067734,99.096146,93.368073,129.80484,76.616684,72.486328
FBgn0068103,0.212772,0.271425,0.073257,0.059551,0,0.084563,0.141506,0.057243,0.197761,0.055911,0.258972,0.158878
FBgn0068104,77.837875,35.227783,44.640453,62.394306,34.069088,48.819374,132.556671,39.098064,32.710983,143.863144,62.29549,42.985413
FBgn0068105,31.253195,33.96999,31.966675,34.613503,36.140293,34.93964,32.899384,35.313641,31.73344,31.980431,36.272671,33.585232
FBgn0068106,14.215953,13.288488,11.571052,12.504059,8.490219,8.17344,9.396979,7.516906,8.827508,12.023863,10.229735,12.505975
FBgn0068107,1121.598999,1005.294983,1066.655762,882.946106,874.560242,888.641174,1050.346191,971.474121,1038.531372,850.210815,916.917542,867.533264
FBgn0068108,110.437515,82.693985,82.998634,85.05146,76.046486,76.608643,71.402534,56.650826,68.259857,117.963509,83.647652,108.20536
FBgn0068109,48.729874,41.874561,38.731808,4.312682,4.815196,9.583968,0.866329,1.238975,1.249245,1.385356,0.64922,1.135952
FBgn0068110,4.834888,0.770864,0.609805,2.058082,1.172123,1.293908,2.46671,1.486138,1.281981,7.951221,1.520173,0.607011
FBgn0068111,45.203365,28.770023,25.417871,24.532171,25.636892,27.101484,30.417259,32.15744,29.458946,24.095697,25.537075,22.749226
FBgn0068112,26.693171,23.39119,20.397772,28.508144,23.376789,21.388523,25.432154,30.305079,23.935972,19.55904,20.950073,21.063931
FBgn0068113,7.192242,8.033248,7.181625,3.765473,3.704807,3.852289,6.935925,6.139219,5.931295,1.990223,3.766016,3.442644
FBgn0068114,20.264673,6.048931,11.054352,13.982139,5.259787,6.366004,29.440462,11.231977,7.187831,46.76685,11.115097,12.13384
FBgn0068115,513.087402,262.675049,253.62059,567.727539,314.145844,319.969391,292.619354,193.907333,236.258499,446.810455,190.333908,325.060089
FBgn0068116,311.786713,298.574921,295.492676,299.208862,263.341553,280.598358,279.249542,276.87851,266.772064,317.626831,270.514313,283.827759
FBgn0068117,952.440979,831.541016,919.17981,826.16803,694.588196,719.901672,953.341125,825.998413,819.271179,927.154053,751.366272,720.825073
FBgn0068118,37.496086,46.757118,41.709312,30.814821,28.102339,31.710419,36.839024,33.880238,33.686451,38.799736,31.616289,32.770164
FBgn0068119,13.620327,15.159057,12.125783,14.040077,15.919575,16.209036,11.256155,12.873176,13.731461,9.063656,12.139806,12.228099
FBgn0068120,0.674484,1.328552,1.470182,3.205888,3.396476,3.489526,0.817396,1.212613,1.29073,3.429036,4.012369,4.404206
FBgn0068121,12.396422,10.515572,22.370413,11.097988,8.721818,6.590826,17.099649,13.256176,18.211908,13.948446,8.093853,10.945136
FBgn0068122,231.471817,255.677963,232.815964,170.216721,202.203552,203.688812,222.334427,240.47876,226.884811,176.054306,198.075302,224.079849
FBgn0068124,509.241425,509.07901,523.30542,468.446411,498.612671,479.13504,533.584656,539.214722,522.415527,452.689545,499.194275,503.383179
FBgn0068125,56.744923,30.103729,58.220467,57.044209,23.805861,19.484007,48.447575,22.601913,43.178566,51.80442,26.035923,31.395145
FBgn0068126,4.406805,6.983086,12.234511,6.50357,5.437869,3.525299,8.666949,6.919101,8.535598,7.689283,6.537426,8.59892
