genes,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0243059,247.062424,289.319,281.656738,423.920258,418.968872,480.097626,328.308899,329.942749,339.840546,296.307373,460.83551,518.006409
FBgn0243060,0.868565,0.822946,1.38339,1.320657,3.173355,2.155799,0.528533,0.692431,0.427213,2.019781,1.644015,2.720623
FBgn0243061,0.228503,0,0,0.135306,0.750648,0.316638,0.082067,0.259257,0,0,0.295262,0
FBgn0243063,76.262962,59.681786,66.968536,70.989983,75.759972,74.65741,74.607071,65.957047,65.607513,73.582588,72.057274,72.568993
FBgn0243064,131.539139,219.967743,181.357925,183.803375,249.970612,271.792908,164.965637,217.665482,221.885956,121.867546,239.747147,301.234009
FBgn0243065,3.352986,3.255229,2.560812,2.015357,1.522812,1.11557,1.676855,1.72509,2.235968,1.298112,1.271754,1.485192
FBgn0243066,44.349503,38.705585,37.946686,43.559464,46.836834,42.742287,43.676437,40.307896,41.365143,55.588638,41.340572,47.123749
FBgn0243067,43.285572,48.295555,38.636414,49.448017,62.122025,64.369308,48.526821,49.936058,55.376156,34.304455,53.107693,62.142059
FBgn0243070,14.198792,14.834486,14.083289,13.06088,13.081849,11.317122,11.543022,14.401502,12.034894,12.295695,9.728709,14.238873
FBgn0243071,17.382967,17.37439,15.823928,14.3429,17.994886,16.140614,17.195621,19.314095,19.362576,15.59888,17.972046,18.338455
FBgn0243072,0.096028,0.122979,0.105171,0.838367,0.491485,0.157507,0.11841,0.155194,0.048324,0.16217,0.207171,0.098823
FBgn0243073,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243074,113.109497,118.222839,103.933243,121.109138,130.088486,127.354485,113.4786,118.204819,117.264656,114.093895,128.729813,142.441238
FBgn0243075,3.59016,4.001123,2.611105,3.454214,4.391552,3.89996,2.653353,3.361449,3.205086,2.343989,3.060621,3.972289
FBgn0243076,29.034002,32.778698,29.11257,31.335011,35.115349,36.353477,30.366196,34.612106,33.767288,28.310139,37.612011,38.058025
FBgn0243077,0.061011,0,0,0,0,0.031389,0,0,0.083371,0,0.162468,0.042864
FBgn0243078,0.121184,0,0,0.042783,0.064498,0.09024,0,0,0.047561,0.043237,0.043734,0
FBgn0243079,7.323781,5.69576,5.550629,5.785159,3.889556,4.391719,4.95877,5.554412,4.891255,5.438907,4.393084,5.075157
FBgn0243080,37.411579,36.494774,40.565582,24.190189,19.078402,18.120419,33.124748,30.251621,35.1717,23.847544,21.358376,18.315113
FBgn0243083,0.309693,0.572731,0.541861,0.238196,0.318859,0.318657,0.569228,0.420243,0.571216,0.313032,0.261633,0.158467
FBgn0243085,56.172867,56.781105,50.883644,56.514935,57.124107,59.10622,53.944973,53.387993,53.141716,58.983997,59.71172,64.987556
FBgn0243086,3.624603,3.480582,3.113178,2.742717,4.059576,3.413202,6.657468,4.323173,5.391567,2.702247,4.551346,3.694961
FBgn0243087,0.116727,0.090672,0.15874,0,0,0.000929,0.14818,0,0.033945,0,0.013131,0.095039
FBgn0243088,27.638897,29.784542,27.752108,31.708858,35.604916,29.88629,26.789331,28.603758,28.426205,26.613632,27.019365,29.80348
FBgn0243089,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243090,123.377815,116.956169,130.738617,117.786285,112.15004,116.767609,126.984528,123.848793,121.721413,114.499817,122.503677,119.052826
FBgn0243091,10.641418,9.648427,11.452884,8.981959,9.163,9.351912,8.936875,9.251436,8.740881,8.783035,8.674814,8.370021
FBgn0243092,292.553986,175.376038,253.341736,245.098267,224.489685,223.524399,166.555725,156.872299,189.854202,206.938141,187.868576,193.083939
FBgn0243093,7.786613,5.831872,7.621212,18.273146,19.658871,17.890026,8.652611,7.272528,7.37189,19.807024,20.056658,17.215597
FBgn0243094,0.569988,0.881784,0.722324,0.710154,0.782568,0.607008,0.888303,0.659376,0.495638,0.549479,0.633496,0.639718
FBgn0243095,0.360704,0.521765,0.33751,1.337251,2.05533,1.917965,0.171338,0.394475,0.365792,1.827754,2.362271,2.400403
FBgn0243097,66.274803,63.447453,80.026054,59.209896,67.932503,60.449795,58.00927,55.183704,65.705582,62.503048,53.840839,45.543011
FBgn0243098,9.207229,7.333244,8.897635,9.052939,7.362114,8.242225,6.448243,6.778873,8.128263,7.621145,8.537712,6.592676
FBgn0243099,87.639198,96.500587,98.69857,98.733498,98.413109,102.241463,85.333435,93.79805,93.842163,84.139969,103.280975,96.449394
FBgn0243100,7.768376,7.204266,6.757332,23.126438,25.387629,28.062309,6.658297,8.178822,7.077793,19.641079,24.880423,23.139412
FBgn0243101,46.51017,44.751122,44.415401,44.003063,44.760742,43.610157,45.440914,43.481674,45.059193,46.826679,49.0439,48.330978
FBgn0243102,43.012859,44.265701,46.215759,50.423229,53.533283,51.08242,39.328503,40.941517,44.50499,46.39439,48.72274,47.092281
FBgn0243103,134.97319,179.253738,163.43457,115.191765,110.343025,100.741249,135.254501,133.348343,155.248291,124.191109,100.130692,95.912811
FBgn0243104,27.855539,27.417337,27.223103,30.419397,33.809387,33.204338,25.332031,27.919483,28.492926,25.197975,30.634798,30.813667
FBgn0243105,0.116811,0,0.158616,0,0.122987,0.111769,0.086478,0.254923,0,0.06053,0.070739,0.078504
FBgn0243106,14.820991,14.8104,11.745475,7.537242,11.425223,10.416979,13.065302,13.447143,13.831841,8.3493,8.396971,8.765541
FBgn0243107,69.748764,73.464035,70.527428,87.058357,96.931778,104.416512,72.113556,74.2425,76.608818,59.416386,93.551598,114.779587
FBgn0243112,0,0,0,0.017057,0.029545,0.026804,0,0,0,0.145669,0.062425,0.041401
FBgn0243113,0.813428,0.729762,0.481835,0.105045,0,0.076865,0.149575,0.050403,0.182439,0,0,0.112374
FBgn0243114,18.03229,13.012314,14.732987,9.978284,8.672072,8.694225,11.928176,8.771331,13.085184,8.782641,7.963119,8.781538
FBgn0243115,3.495135,5.951851,3.128637,0.503521,5.697013,0.577584,2.37811,19.885475,2.920258,0.408023,1.317168,0.37651
FBgn0243116,4.337957,4.088109,6.686302,3.538627,3.720766,4.814934,4.526082,5.362464,6.464627,4.933292,5.10664,3.597118
FBgn0243117,0.059677,0.259942,0,0.164635,0.054002,0.179628,0.210995,0.180192,0.10509,0,0,0
FBgn0243118,16.820066,17.691204,16.365625,12.231507,12.735835,13.487564,17.558332,14.525831,17.828823,15.564409,12.018534,14.889622
FBgn0243119,1323.219971,1282.299561,1285.852905,1448.916626,1387.516602,1431.662598,1368.511597,1307.703979,1283.30249,1702.34729,1506.436523,1513.074829
FBgn0243120,2.114756,1.318911,2.210918,0.845925,0.395804,0.770007,1.124073,1.619116,1.694176,1.140764,1.508958,0.921655
FBgn0243121,21.421368,18.064526,20.257084,16.828941,16.589781,17.978939,20.140646,19.75515,21.250511,20.653782,19.600943,17.747189
FBgn0243122,21.743153,19.491442,21.364138,18.94705,9.464437,13.873967,15.176055,11.998262,18.274931,18.073637,14.884064,12.003945
FBgn0243123,25.07453,26.490004,29.713181,39.36108,31.532227,37.704308,31.472719,29.321207,28.864218,45.607811,36.2136,36.316856
FBgn0243124,10.264503,9.512663,10.525802,9.216374,8.750205,9.684052,11.502613,9.138105,9.740746,8.443517,8.487362,8.694798
FBgn0243125,2.904497,3.521439,2.773874,1.880977,2.807872,2.033171,2.578264,3.509464,2.85672,2.132249,2.469287,1.821361
FBgn0243126,55.228477,55.004456,56.92627,57.158939,57.884552,60.424171,51.759293,54.734844,59.125572,61.016891,56.834797,59.508846
FBgn0243127,1.014183,1.154462,0.543712,0.609348,0.680686,0.503901,0.486289,1.071055,0.387491,0.6031,0.068844,0.845852
FBgn0243128,349.655029,336.63559,347.451721,326.035187,320.585144,327.074036,388.827942,377.572052,368.335022,391.926208,358.41156,359.224487
FBgn0243130,100.861282,208.835373,110.95179,183.662186,227.785995,227.472397,121.221809,149.417358,156.345657,115.843094,175.93924,223.914795
FBgn0243131,58.033863,59.597866,55.322803,60.656681,62.162674,63.106602,67.195526,63.274899,65.252052,79.773003,69.319038,68.447273
FBgn0243132,19.388903,16.022848,14.98667,16.107939,14.231594,13.997029,20.240614,17.247952,18.69212,16.586447,16.092037,13.717842
FBgn0243133,10.338819,9.274107,8.209167,8.027021,7.700521,8.366549,9.099111,8.149993,8.750217,7.765616,7.359876,9.132973
FBgn0243134,20.797472,22.502773,18.053844,18.546392,20.847385,20.441048,17.955641,20.338966,20.017473,16.794508,20.141655,21.273577
FBgn0243135,38.10556,41.817345,39.359653,46.562008,43.711998,46.437431,39.421417,45.527851,39.860703,58.199619,51.381332,50.958744
FBgn0243136,5.311872,7.922763,6.714907,8.165932,8.017426,8.833565,6.080521,6.446532,7.10547,5.874169,8.253373,7.28718
FBgn0243137,34.017132,33.526836,31.254345,38.874256,40.674973,38.386932,29.477154,31.900604,28.3491,40.020359,37.943253,39.044617
FBgn0243138,185.698944,188.912292,174.715805,168.971542,165.472961,166.638443,178.432434,180.456268,169.357635,193.441315,179.881165,166.409027
FBgn0243139,39.929073,35.507008,37.881069,32.320343,36.095665,38.061794,33.053524,33.417839,33.718376,37.419838,32.058365,33.775253
FBgn0243141,89.947495,84.931465,80.987419,96.153572,94.684441,90.918076,87.410362,85.91362,82.588982,97.827789,94.656456,97.334625
FBgn0243143,0.10369,0.046261,0,0,0.244261,0.045816,0,0,0.09036,0,0,0
FBgn0243144,0,0,0,0.412308,0,0,0,0,0,0.244093,0.036669,0
FBgn0243145,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243146,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243147,96.743279,94.978813,99.043991,83.471893,75.972137,85.772491,95.467545,85.592957,86.617157,93.054794,84.827621,80.199188
FBgn0243148,4.364161,4.836815,5.111482,5.704623,8.653713,7.743367,5.618569,7.481892,4.795458,4.825711,7.746595,5.019859
FBgn0243149,21.636753,23.660236,21.172617,21.335562,24.214149,23.826027,20.38018,24.011185,21.707598,23.670292,21.392859,21.712534
FBgn0243151,19.829828,20.222401,22.252007,22.637409,20.608566,23.434935,21.042452,19.698536,19.785812,23.655285,23.325335,22.680668
FBgn0243152,2.853521,2.684271,3.717363,3.004673,2.732955,2.761698,2.73732,4.959372,3.086354,2.164701,2.934965,2.718867
FBgn0243153,0.550882,0.629309,0.51292,2.398573,1.82171,1.449937,0.506145,2.341882,0.900091,1.284006,1.635837,0.922228
FBgn0243154,15.593333,14.687533,14.7019,20.327656,25.176077,25.635138,12.146569,11.870095,11.623634,25.32095,22.488781,26.938496
FBgn0243155,45.557728,45.840446,44.282017,41.036915,42.566292,44.310535,41.006748,41.376919,45.432316,42.46384,42.521618,48.014587
FBgn0243156,75.898521,65.958229,71.755257,92.410812,81.587814,84.082245,76.139755,67.798546,72.628212,102.758003,93.356468,80.302185
FBgn0243157,81.572258,75.869148,82.43177,80.355225,76.473816,70.597389,72.32399,72.086655,66.770638,71.207687,71.024109,69.432632
FBgn0243158,93.245247,80.369469,87.431335,33.187603,30.201855,31.559744,92.079369,80.076164,86.815239,39.414589,35.340527,28.100225
FBgn0243159,40.76128,39.975197,42.96793,29.478352,29.941286,30.351465,40.510796,32.297451,33.611389,35.167747,29.248829,29.781086
FBgn0243160,1.609122,1.577982,1.397202,1.977109,2.046,1.974245,1.733347,1.175213,1.226604,2.855498,2.019253,1.929159
FBgn0243161,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243162,0,0,0,0,0,0.019561,0,0,0.008692,0,0,0
FBgn0243164,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243166,0,0,0,0,0,0.003545,0,0,0,0,0,0
FBgn0243167,0.058055,0,0,0,0,0,0.235837,0,0,0,0,0.1321
FBgn0243169,387.782898,396.535248,386.494812,409.427063,408.304413,409.220337,364.360901,372.454498,374.144836,408.67865,399.480164,411.548615
FBgn0243171,2.811802,3.133588,3.270447,2.49007,2.216712,3.034025,2.434044,1.769085,2.29239,2.88828,1.81532,2.69106
FBgn0243172,18.499146,16.323,24.338707,17.335016,12.141311,14.853727,24.376396,26.182737,15.410176,11.568607,16.699024,10.385674
FBgn0243173,26.99967,24.188509,28.212093,21.693754,21.027725,22.053106,25.485939,26.319239,24.488586,25.84989,22.49762,23.572075
FBgn0243174,16.510803,16.560568,13.825415,17.824547,13.78944,15.65429,14.233967,13.451248,14.906212,14.459051,17.482224,16.496584
FBgn0243175,0.467249,1.192785,0.316357,0.969255,1.524312,1.414722,0.395158,1.207262,0.7065,1.289345,1.598488,1.688608
FBgn0243176,4.366032,4.986784,4.943142,3.297661,3.564809,4.035991,3.441076,4.522831,3.889201,3.797591,4.263156,4.828977
FBgn0243177,1.019573,0.516354,0.372649,0.784773,0.624807,0.681426,1.500782,0.292275,0.951651,0.895139,0.790693,0.898464
FBgn0243179,810.694397,721.696472,773.427246,739.944153,624.37439,673.536987,943.046204,752.539124,810.791199,760.251831,700.8573,650.369934
FBgn0243180,52.499939,52.480495,42.050407,39.513222,40.88868,40.40551,44.91703,42.480625,42.022114,43.036896,39.432709,44.781807
FBgn0243183,0,0,0.097303,0.157404,0.078377,0.145602,0,0,0,0.137141,0,0.095676
FBgn0243184,0,0.091809,0.084254,0.079028,0.093222,0.082816,0,0.149651,0.110216,0.074198,0,0.192463
FBgn0243185,0,0,0,0,0,0.005628,0,0,0,0,0,0
FBgn0243186,186.148697,48.189991,35.968437,34.732555,32.287464,23.080065,60.393658,111.036736,45.045486,38.574848,77.50238,70.136429
FBgn0243187,10.415097,9.89029,10.32115,9.140569,11.587718,9.910237,10.257893,9.528648,9.18125,11.736095,9.726047,8.547462
FBgn0243188,110.75631,108.281372,113.359024,105.612282,98.134323,98.014374,104.404709,99.177994,103.369019,111.382347,97.816399,102.730843
FBgn0243189,1.616062,1.656174,2.357285,0.838733,0.671907,0.664005,1.676529,1.694873,1.46015,1.112148,0.850561,0.841597
FBgn0243190,22.882051,17.601992,19.906437,18.857769,16.364754,16.976379,23.454464,19.416452,19.840584,17.821537,16.358383,18.514746
FBgn0243191,21.24572,22.282406,20.186012,21.094563,21.553003,22.3088,19.59412,20.856316,21.650106,18.154884,21.10873,22.902252
FBgn0243192,22.768036,22.123369,20.918131,22.427465,19.302252,23.74263,21.578596,19.56534,21.721315,23.217306,18.936769,22.03863
FBgn0243193,0,0.085704,0,0.03701,0.021756,0.031028,0.122759,0.033684,0.06417,0.172697,0.120475,0
FBgn0243194,0,0,0,0.039119,0,0,0,0,0,0,0,0.04517
FBgn0243195,81.822929,91.539909,80.23082,73.76236,90.627586,84.649231,82.111099,88.656387,85.195343,78.960419,88.423637,98.010544
FBgn0243197,0,0,0,0,0,0.053926,0.207228,0.031293,0,0.049687,0,0.150562
FBgn0243198,0.157064,0,0,0.266322,0,0,0.223077,0,0.11857,0.073104,0,0
FBgn0243199,0,0,0,0,0,0.012238,0,0,0,0.051495,0,0
FBgn0243200,0.051932,0,0.220964,0,0,0,0.056933,0,0,0,0,0.072908
FBgn0243201,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243203,0,0,0,0.036657,0.043097,0.13195,0.06948,0.069418,0.03125,0.021038,0.068416,0.08868
FBgn0243204,0.235539,0,0,0.069219,0,0.052476,0,0.440841,0.029323,0,0.301927,0
FBgn0243205,20.867506,18.553654,18.273968,22.342232,24.249046,23.484781,17.905233,16.825911,18.516129,17.307831,19.344866,21.808008
FBgn0243206,0.133411,0.258213,0,0,0.052437,0.033855,0,0,0.038667,0,0.048776,0.10808
FBgn0243207,0,0.061722,0,0,0,0,0,0,0,0.055055,0,0
FBgn0243208,0.910939,0.810199,1.050617,0.908317,0.890062,0.670248,0.733536,0.254228,0.749659,1.775967,1.190219,1.492674
FBgn0243209,1.111144,0.366717,0.805966,0.204259,0.109969,0.281267,0.906544,0.648333,0.711526,0.224449,0.226585,0.18427
FBgn0243210,80.002174,95.137314,90.839569,87.411621,88.289879,86.887848,83.119492,85.715034,95.576157,71.134621,84.561501,85.929924
FBgn0243213,75.772522,64.744537,82.570503,53.623653,63.581593,70.046867,69.956848,65.53125,75.152458,56.252789,48.277355,42.808071
FBgn0243215,1.306722,1.308135,0.992939,0.981894,0.353941,0.511792,1.114738,0.850878,0.745786,0.54079,0.624739,0.231883
FBgn0243216,0.728718,0.362817,0.20787,0,0,0.183882,0.798739,0.432497,0.310972,0.458369,0.133586,0.138829
FBgn0243217,0.627804,0.723452,0.312098,0.091875,0.121822,0.208765,0.490994,0.262405,0.359325,0.193922,0.226631,0.703805
FBgn0243218,20.163725,16.161777,14.648658,17.656075,16.193758,14.816595,19.552313,18.783472,14.213993,17.9139,13.072991,18.88409
FBgn0243219,16.823509,13.914705,13.570369,31.164959,30.200098,26.317009,17.171892,15.227842,11.965696,28.118183,25.845242,27.57662
FBgn0243220,1.723628,1.989217,1.349565,1.873203,2.902193,2.706619,1.307733,1.315001,1.656828,1.998595,1.837344,2.801731
FBgn0243221,1.238691,0.314618,0.530373,0.561678,0,0.268584,0.094118,0,0.733785,0.246748,0.63041,0.237948
FBgn0243224,61.724964,50.991928,52.25626,18.389559,16.027733,13.739685,52.680286,47.420647,40.559029,15.398609,14.462811,12.127552
FBgn0243225,43.54047,39.773743,42.290886,38.56847,41.1022,39.973465,38.820904,41.781017,35.715527,43.053379,36.514412,37.202103
FBgn0243226,38.982403,45.186806,37.935585,35.932484,44.48621,41.508839,35.778393,39.105907,40.372623,34.310532,40.941181,44.949635
FBgn0243227,4.982605,5.551273,5.735587,3.158733,3.609776,2.839592,5.818662,4.513287,5.12093,2.762202,4.075796,1.825642
FBgn0243228,2.035326,1.147377,1.46257,1.922135,1.02804,1.387352,1.043083,1.531418,1.232383,0.896598,1.242262,0.55736
FBgn0243229,112.646378,101.111221,106.403496,122.487007,112.25666,113.353661,112.819427,105.823456,98.512123,126.324615,107.742775,108.29232
FBgn0243230,135.723236,152.109558,130.11261,140.331558,156.277832,155.164749,131.143372,136.912613,137.593689,123.703316,140.651718,164.76384
FBgn0243231,4.511902,3.904279,3.815397,3.835454,3.668014,4.506131,3.2608,3.887856,3.825333,4.844012,4.648141,3.913701
FBgn0243232,0.814172,0.456128,0.506875,0.883059,0.637599,0.543796,1.449528,0.713792,0.707743,0.74431,0.732525,0.557605
FBgn0243233,148.567719,150.261444,141.828018,153.330322,155.509521,154.436386,159.599777,159.898987,152.135773,186.559296,171.832657,178.781189
FBgn0243234,110.621231,103.269753,104.678299,103.671875,106.407417,109.618851,101.849861,103.538986,96.113358,127.205467,111.761246,114.932487
FBgn0243235,12.909221,10.066947,11.496649,12.7753,11.854302,11.957972,11.147118,11.034756,11.252275,10.949777,13.248752,10.050191
FBgn0243236,175.126602,65.257225,39.778164,99.70874,48.808926,42.699516,128.187897,139.431961,51.343163,76.537361,137.760544,103.434723
FBgn0243237,252.254517,255.860123,278.620453,316.044281,359.490784,369.765839,278.659546,284.485382,234.134384,435.17572,345.865906,311.17923
FBgn0243238,188.682678,182.936203,185.869431,173.677231,184.299149,179.627747,187.669434,180.521957,183.626572,192.152328,176.947357,167.991776
FBgn0243239,28.604155,28.75342,27.760021,29.383936,28.010372,28.176605,28.373175,28.759766,28.987587,31.078548,27.476862,29.349625
FBgn0243240,0.21061,0.368314,0.398539,0.254148,0.469309,0.241304,0.047217,0.506062,0.333668,0.037986,0.299092,0.301788
FBgn0243241,5.931324,4.270687,4.74741,5.327129,4.999645,5.7929,4.341071,5.493728,5.529515,5.674527,5.235054,4.87176
FBgn0243242,0.190716,0.305593,0.380536,0.458741,0.291001,0.18572,0.062584,0,0,0,0.137979,0
FBgn0243243,0,0,0,0,0.076497,0.02754,0.042337,0,0.112441,0,0,0
FBgn0243244,4.299885,2.904169,2.061717,6.14718,3.039176,2.748036,6.722324,2.496253,2.819994,4.020673,3.830158,3.03179
FBgn0243245,14.740061,13.99079,15.427709,8.784909,9.316209,10.125431,10.546614,10.825944,13.106494,6.861874,8.297213,9.938026
FBgn0243246,0.025744,0,0,0,0,0,0,0,0,0,0,0
FBgn0243247,6.454234,1.440261,1.025689,15.043048,7.778805,3.486062,7.872052,3.62085,7.46418,9.307678,6.030958,5.465411
FBgn0243248,177.183212,159.876801,171.447113,174.161636,154.637421,162.464401,184.700119,179.263168,165.481552,203.325317,169.379333,167.99118
FBgn0243249,0.643587,0.053636,0,1.525642,1.871635,1.130892,0.262291,0.374398,0.261279,1.13661,1.300653,1.278786
FBgn0243250,79.193283,81.947571,68.956665,64.326683,82.641365,84.658142,81.810165,78.742401,86.149773,88.21209,96.454002,94.651398
FBgn0243251,43.883289,54.788067,50.558189,51.635574,56.426659,52.206093,46.479435,51.806393,49.670628,42.824207,51.952259,54.888611
FBgn0243252,33.969978,25.706884,33.826191,25.192356,26.99864,26.784376,34.920807,38.581367,34.494007,40.004662,28.234457,25.011282
FBgn0243253,0.571192,1.169187,0.688022,0.636387,0.833042,0.500202,0.515686,1.160315,0.773818,0.379638,1.238316,0.774071
FBgn0243254,0.470226,0.354581,0.501703,1.493082,0.488847,0.329754,0.32446,0.306112,0.581799,0.391527,0.68374,0.519589
FBgn0243255,0.286654,0,0,0,0,0.047553,0.38175,0.154164,0.270392,0,0,0.127597
FBgn0243256,97.705643,92.901413,92.030533,104.692245,111.600952,102.020287,100.732376,103.416626,94.235695,108.101936,104.046898,103.078484
FBgn0243258,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243259,0.376118,0.545575,0.516321,1.233123,1.19226,1.156397,0.170082,0.439795,0.404178,1.169575,1.371882,1.572755
FBgn0243260,74.079239,99.192169,98.728592,113.935471,105.959198,119.411667,90.475594,111.65918,109.144005,85.650429,110.053703,113.871384
FBgn0243261,4.884294,7.887884,5.904824,8.083571,10.250465,10.778046,7.97231,6.642699,8.736695,6.829206,7.955663,11.287245
FBgn0243262,55.549191,61.864899,54.981411,56.882034,66.596802,64.144157,50.083595,56.835117,55.574181,47.354424,58.067921,62.750267
FBgn0243263,34.781986,40.807487,32.532005,39.961823,37.800198,38.492981,36.098579,34.606758,33.689541,41.308132,38.517361,35.63966
FBgn0243264,66.320953,73.046989,60.071396,61.813541,68.63018,68.3339,56.992931,61.368984,59.530128,55.782177,61.929214,73.806992
FBgn0243265,2.462224,2.559986,2.191332,2.469534,1.717152,3.050683,2.181272,2.843606,2.691937,2.806409,2.872148,2.762479
FBgn0243266,183.494034,185.570312,206.017822,188.707794,197.825272,206.962051,163.876282,200.389984,182.053543,160.664612,194.222565,219.928085
FBgn0243267,108.525108,108.825066,98.369331,61.67588,45.661858,52.806438,110.051445,102.471642,106.878258,62.72744,57.325188,48.2038
FBgn0243268,21.298508,34.269299,31.709337,64.287422,69.807014,75.111626,20.909706,29.289644,29.761946,72.997879,69.205238,74.102119
FBgn0243269,0,0,0,0.280755,0.290118,0.251201,0,0,0.052144,0.172895,0.279322,0
FBgn0243272,411.985474,422.383636,441.395203,398.201935,413.934845,415.723633,401.824219,419.792053,421.867981,391.696564,425.056305,411.18045
FBgn0243273,0,0.046446,0.493942,0.113521,0.234544,0.074455,0.297407,0.137837,0.273223,0.178922,0.130433,0.096879
FBgn0243274,0,0,0,0,0,0,0,0,0,0.133664,0,0
FBgn0243275,48.473576,46.629665,46.197197,42.040932,38.412682,40.741043,49.820324,44.338615,48.203571,43.992733,41.019188,41.196896
FBgn0243277,9.099294,9.139673,9.46208,7.597163,8.996531,8.47184,9.658669,7.617735,9.326557,6.956872,7.208669,8.852782
FBgn0243279,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243280,0.588937,0.52243,0.633539,0.578055,0.64877,0.433497,0.558371,0.603098,0.693592,0.384591,0.317709,0.257314
FBgn0243281,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243282,0,0,0,0,0,0,0,0,0.064213,0,0,0
FBgn0243283,62.760834,90.515892,86.703056,88.781807,89.231575,92.019302,75.520042,92.519844,94.918076,70.746063,91.311211,90.349792
FBgn0243284,0,0,0,0,0,0,0.088555,0,0,0,0,0.056702
FBgn0243286,8.998904,10.775525,12.64785,12.125596,15.907704,22.23473,11.98949,8.194335,10.767457,11.732168,13.761217,11.720811
FBgn0243287,20.262344,22.291353,17.828346,17.582674,20.587893,21.650204,18.529829,18.841043,20.02033,18.18235,19.535089,21.588045
FBgn0243288,5.755527,5.673877,6.623345,3.274985,2.654324,2.357158,4.713615,8.549616,6.376225,3.283287,3.93106,3.282277
FBgn0243289,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243290,26.222597,28.393471,26.57346,21.586241,27.779318,26.464373,21.83337,24.525103,26.139576,22.187555,25.879349,23.576832
FBgn0243294,267.945221,234.625366,278.501862,274.654694,253.233063,257.566833,268.88031,276.724335,278.250366,303.962921,267.058624,241.476624
FBgn0243295,20.794765,15.916145,18.260174,15.484948,15.700748,16.396259,19.715258,21.117966,18.567379,18.590948,16.241028,20.474266
FBgn0243296,0.060581,0.360195,0.074412,0.228003,0.071355,0.146861,0,0.058146,0,0,0,0
FBgn0243297,192.390381,179.109741,179.840424,146.753143,145.449112,149.696472,178.981201,186.031677,183.43071,175.260788,158.244461,149.562469
FBgn0243298,0.309234,0.574719,1.127456,4.534958,5.580632,6.810585,0.998811,0.842705,0.489192,4.371501,4.838946,4.94949
FBgn0243299,125.202446,123.359306,133.658508,134.655197,84.205887,128.241425,125.18924,128.889771,127.608582,136.465332,127.962891,107.324944
FBgn0243300,4.56604,3.656486,4.708386,3.575883,2.357609,2.010934,3.789272,3.432904,4.871044,1.967941,2.104107,1.427841
FBgn0243301,793.2099,767.518921,789.417114,693.812622,728.120728,793.783203,806.21582,822.509399,795.76532,844.201111,801.657715,810.057495
FBgn0243302,1.219544,0,0.810769,0.053697,0,0.025682,0.412686,0.633538,0.182383,0.08191,0.098139,0.018747
FBgn0243303,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243304,5.498197,3.373266,6.756632,3.943308,3.438621,1.702558,7.17513,3.542554,4.374297,4.029142,2.804489,4.805752
FBgn0243305,359.908478,391.317352,393.036255,449.030548,423.915161,416.704926,371.169495,413.008392,403.951538,410.197388,436.479553,413.092926
FBgn0243306,149.54007,164.874756,143.304367,136.913147,151.70639,144.442093,137.731186,145.469894,150.367706,113.554489,130.321671,143.032913
FBgn0243311,0,0,0,0,0,0.022071,0.082771,0.114101,0,0.151195,0.25962,0
FBgn0243312,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0243313,0.198418,0.107008,0.123734,0.242088,0.277785,0.328896,0.447058,0.172756,0.141074,0.14505,0.112969,0.314841
FBgn0243314,106.125679,131.307434,114.903038,122.195702,144.801224,146.767853,112.42865,128.864258,136.341187,86.950073,128.708664,140.563644
FBgn0243315,644.909546,779.119751,663.579895,589.721252,703.032715,640.189758,611.715881,705.396606,667.020874,545.911621,635.310608,698.524048
FBgn0243316,23.601046,31.877794,34.868919,33.543468,33.757267,30.783234,23.655052,25.612389,34.185555,22.295656,32.083759,35.569229
FBgn0243318,30.418324,27.948301,31.708626,30.374197,33.476887,35.350418,29.079094,32.435871,33.954929,37.204189,35.588055,38.339497
FBgn0243319,147.753708,154.465439,142.516891,149.630554,165.304459,162.603073,135.264465,150.561356,152.240829,111.612167,150.821014,166.960419
FBgn0243320,4.579316,3.945412,5.607429,4.222836,3.575278,2.840957,4.53758,5.402543,4.909389,3.196635,2.335417,3.366757
FBgn0243321,141.097137,121.922653,130.380035,173.300308,169.932755,161.555389,154.475815,131.710709,132.082626,203.0867,190.15387,193.592957
FBgn0243322,21.984755,18.77998,20.795767,16.910488,13.699963,10.781423,27.309753,20.165342,22.48143,16.482403,11.8443,13.534451
