genes,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBgn0196603,0.959696,0,0.138633,0,0,0,2.270179,0,0.310872,0.499242,0
FBgn0196604,0.037907,0.044644,0,0,0.15859,0.090313,0.103156,0.044742,0.035759,0.020202,0.137694
FBgn0196605,0,0,0,0,0,0.393452,0,0.137687,0,0,0
FBgn0196606,0,0,0,0,0,0,0,0,0,0,0
FBgn0196607,0,0.113437,0.049067,0.045083,0,0.088208,0,0.218122,0.18698,0,0.120899
FBgn0196608,0,0,0,0,0,0,0,0.056334,0.247425,0,0
FBgn0196609,132.0476,139.5347,134.7388,112.0272,115.3302,134.1008,115.9968,127.0258,130.4509,121.6964,121.162
FBgn0196610,0.08846,0,0,0,0,0,0,0.16919,0,0,0.084665
FBgn0196613,0,0.167497,0,0,0,0,0.066249,0.043065,0.032158,0,0
FBgn0196614,2.379045,0.23701,0.906485,1.429681,0.73133,0.896678,0.336678,0,0.213566,1.809878,3.030568
FBgn0196615,32.53823,34.54063,35.10761,34.8075,33.39658,37.77734,32.80227,31.31315,36.86331,39.33563,37.78086
FBgn0196616,1.966718,1.933569,2.362072,1.439583,1.07701,1.471114,1.719421,1.668849,2.213927,1.326671,0.964099
FBgn0196617,684.3228,688.2523,733.5513,807.9524,912.283,813.1572,893.751,790.2043,842.9152,866.8516,997.002
FBgn0196618,183.5,169.4848,176.6029,204.4375,198.1823,181.128,184.291,175.7885,184.1049,175.491,192.8875
FBgn0196619,46.18917,51.71769,43.55595,41.19628,41.3035,51.43061,44.73638,47.73613,47.99493,47.52079,46.46807
FBgn0196621,204.3246,243.6292,235.3915,217.8777,220.4706,258.7522,202.7938,219.9258,215.3641,241.6753,225.163
FBgn0196622,69.1199,67.47814,60.78661,68.7894,53.53596,59.306,64.69573,66.96818,61.21156,59.81799,58.3741
FBgn0196623,292.3409,316.1287,319.5592,331.0156,325.8503,321.9029,348.626,330.8875,363.8354,352.6263,367.32
FBgn0196624,3.071373,2.631991,2.268232,1.588762,2.216473,1.90328,1.414332,1.494997,1.206937,2.108574,2.626278
FBgn0196626,67.3569,77.64346,75.60851,73.17603,68.36076,91.27135,68.8017,70.44408,69.20626,82.02579,77.33684
FBgn0196627,177.9333,187.8514,184.0226,165.3079,176.3433,186.0935,174.9652,188.5722,197.5428,205.7308,198.3658
FBgn0196628,20.06124,19.26807,19.6265,23.33962,19.14202,18.39932,20.56237,21.25132,21.19677,19.79509,19.98402
FBgn0196629,0,0,0,0,0,0,0,0,0,0,0
FBgn0196630,0,0,0,0,0,0,0,0,0,0,0
FBgn0196631,13.6557,13.87995,12.19255,12.62215,12.70697,13.16088,14.15104,14.08824,15.4423,13.98981,12.62241
FBgn0196632,0,0,0,0,0,0,0,0,0,0,0
FBgn0196633,0,0,0,0,0,0,0,0,0,0,0
FBgn0196634,0,0,0,0,0,0,0.066936,0,0,0,0
FBgn0196635,47.22781,54.0583,52.42638,48.15186,44.37935,45.62987,49.92939,48.93121,54.97897,46.76663,50.75722
FBgn0196636,26.59929,29.13696,24.2171,12.4807,10.64671,11.51367,23.43089,21.31272,21.824,12.6494,10.89207
FBgn0196637,0.655101,0.300085,0.210511,0.086605,0.303436,0.178499,0.48837,0.372062,0.1015,0.247653,0.312886
FBgn0196638,0,0,0,0,0,0.178675,0.304252,0,0.123549,0,0
FBgn0196639,0,0,0,0,0,0,0.063234,0,0,0,0
FBgn0196641,48.369,58.71418,60.6195,47.77532,53.08071,56.22867,48.16237,57.44191,55.04708,52.1504,48.08421
FBgn0196642,17.75812,16.90686,18.13421,16.32357,15.17088,12.55782,16.38133,19.60304,16.9456,16.45395,14.13791
FBgn0196643,0.060845,0.165883,0.059149,0.060868,0.041532,0.033221,0.002637,0.145717,0.110443,0.092138,0
FBgn0196645,69.42902,77.72944,84.64029,263.7039,283.5339,234.0595,70.54792,65.33133,78.82758,222.0483,228.4541
FBgn0196646,115.5958,127.7166,119.091,505.1544,494.5977,468.0071,118.5428,107.5526,122.5979,445.9596,441.7281
FBgn0196647,51.31349,57.98534,54.08711,219.9745,199.5506,192.2833,55.49279,46.77963,55.09663,205.8908,213.6469
FBgn0196648,0.081062,0,0,0,0,0,0.062003,0.230275,0.257604,0,0
FBgn0196649,34.91721,38.35389,38.07283,27.19353,28.94675,28.63493,38.36084,37.92097,39.35388,27.86615,30.22788
FBgn0196650,33.82625,39.66451,39.48265,33.88808,34.48104,40.22557,34.59046,37.59235,40.02897,37.36217,41.06194
FBgn0196653,356.1198,341.3197,311.8769,294.1169,296.5045,284.9492,286.4919,261.2375,282.8129,263.8193,270.8687
FBgn0196654,34.72761,39.99822,30.73529,18.73502,18.50014,16.57554,33.1963,29.54125,32.5788,21.17364,18.64188
FBgn0196655,20.57074,24.3383,25.84191,23.21457,17.54643,19.78561,23.28344,21.08633,25.29611,20.32429,22.13976
FBgn0196656,15.65541,14.04955,13.25033,12.20076,8.401857,7.426317,13.78924,9.488706,11.9062,11.68881,13.06707
FBgn0196658,12.78125,10.46414,7.465044,5.025842,2.180033,3.351732,9.772028,5.286331,4.953626,5.118209,5.22131
FBgn0196659,0.442256,0.07107,0.185101,0.287359,0.927412,0.022332,0.261065,0.314896,0.397418,0,0
FBgn0196660,0.544953,0.451909,0,1.444669,0,2.001574,0.273812,0.1704,0.772956,1.342921,1.184622
FBgn0196661,103.8024,108.7617,101.297,121.1965,119.6087,106.9314,94.63554,92.52808,99.74108,116.1031,109.7198
FBgn0196663,30.15876,33.54185,31.90047,31.02181,32.25024,30.97819,35.58039,29.88353,33.13703,34.62109,28.98045
FBgn0196664,0.186438,0.382649,0.126352,0,0,0,0.108223,0.18451,0.150772,0,0
FBgn0196665,0.063851,0.063649,0,0,0.018723,0,0,0,0.025491,0,0
FBgn0196666,9.069734,6.174988,6.766085,5.080307,7.575511,5.118847,8.808781,5.989034,5.128473,7.987001,6.622089
FBgn0196667,0,0,0,0,0,0,0.053035,0.052518,0.055179,0,0
FBgn0196668,1.226133,12.25296,1.382401,9.066338,0.203574,9.696923,0.220222,1.467762,1.234726,0.275985,0.308825
FBgn0196669,88.97203,86.90115,89.60392,80.48722,88.71005,78.52079,102.0067,91.0929,92.14726,91.22725,99.07349
FBgn0196672,129.3626,142.7471,125.7726,129.6452,136.2903,123.6875,133.6841,132.2996,152.4649,139.1857,134.7937
FBgn0196673,192.1159,231.3707,211.7495,209.344,205.642,178.91,174.8892,194.5282,191.459,179.1204,174.9246
FBgn0196674,102.9947,121.0925,129.0911,104.3828,110.7526,126.8604,113.0469,115.8313,123.326,121.6728,126.4852
FBgn0196675,67.08755,64.26532,65.07827,58.40373,63.14212,59.67219,58.62308,61.93407,65.24247,60.44051,57.84466
FBgn0196676,16.8471,16.83465,15.73192,16.21618,16.88047,17.15952,14.15738,16.66815,16.69031,17.08517,19.08652
FBgn0196677,3.851348,1.863762,2.316266,1.372819,1.433539,2.035703,2.955826,2.127023,2.526751,2.638605,2.563954
FBgn0196678,51.74466,40.37295,42.66569,50.26618,52.97044,48.66877,53.48363,50.31453,50.25091,47.30496,52.71143
FBgn0196679,0.948631,1.077911,1.497776,0.380278,0.514253,0.623821,1.156739,0.946507,2.237959,0.80574,0.648665
FBgn0196682,20.00941,22.57653,22.6418,17.42666,17.80778,19.68211,19.20521,21.18131,21.73796,17.85334,18.09967
FBgn0196685,169.3433,160.7297,186.0468,149.6806,148.3407,161.9988,165.2548,178.202,176.0654,160.9586,142.0539
FBgn0196686,0.532003,0.717909,0.474827,0.150852,0.501025,0.42778,1.080658,1.08115,0.727436,0.346654,0.175163
FBgn0196688,31.43657,35.73992,33.46713,33.67196,38.76019,35.09871,34.83062,35.77362,35.08315,33.6304,32.63514
FBgn0196689,163.6777,184.3892,176.4752,203.4104,201.767,211.0612,153.6766,168.0573,172.9461,187.2083,185.8692
FBgn0196690,0,0,0,0.16254,0,0,0,0,0,0,0
FBgn0196691,54.02707,20.8654,19.98275,45.95402,23.51254,40.38737,28.39465,22.11572,19.81863,37.53518,21.43194
FBgn0196692,56.39433,32.59408,9.790433,46.54436,40.09332,46.00564,27.27435,38.80331,21.5326,44.56324,21.62537
FBgn0196693,0.01436,0.00883,0.019975,0.02381,0.01652,0.024918,0.017323,0.046007,0.110293,0.009342,0.018321
FBgn0196695,76.40356,98.03042,102.8663,94.34043,96.00198,120.0139,90.97994,101.7441,95.76881,100.3347,98.79437
FBgn0196696,0.357226,0.166499,0.286997,3.346977,2.709676,4.300916,0.492516,0.348699,0.144962,3.292539,2.399754
FBgn0196702,6.026359,6.834238,7.271197,6.821629,5.884919,6.341558,6.608677,6.255556,6.505383,7.009907,7.157915
FBgn0196704,19.98033,20.26647,21.62331,21.74778,17.60213,19.73271,19.00063,17.72759,20.04203,21.26619,20.39107
FBgn0196705,29.69106,34.45164,36.07267,33.18281,30.27894,39.87076,29.25883,29.45312,33.80054,35.88392,33.52445
FBgn0196706,77.01649,71.70309,70.44048,72.42628,66.18823,73.16873,78.66723,79.18426,77.83769,65.67768,67.745
FBgn0196707,206.2958,231.6107,224.0153,223.0407,237.8181,239.6855,196.5486,211.6602,197.7885,229.0116,195.7661
FBgn0196708,32.55622,36.99784,34.03904,30.85421,31.16167,34.19358,33.91259,35.65807,36.43837,31.57861,32.79905
FBgn0196709,346.6924,358.9291,387.864,388.5448,375.5157,375.2808,353.7116,378.6119,370.3326,352.9459,320.193
FBgn0196711,141.9747,168.1038,167.9847,152.7854,164.4734,192.1417,142.767,162.6241,155.8183,167.1638,165.9612
FBgn0196712,0.021281,0,0,0.043593,0,0,0,0,0,0,0
FBgn0196713,8.360958,9.133939,10.7865,11.89713,11.11121,12.1051,10.6878,7.173733,8.363094,17.27421,16.69593
FBgn0196714,0.347636,0.183838,0.531015,0.140566,0.752641,0,0.070061,0.35456,0.283708,0,0
FBgn0196715,0.204052,0,0.22929,0,0.906291,0,0.14225,0,0,0.180122,0
FBgn0196716,0,0,0,0,0,0,0,0,0,0,0
FBgn0196717,0.703746,0.73783,1.818456,0.20542,0.401661,0,1.253497,1.236615,0.468875,0.432867,0.132653
FBgn0196718,0.205694,0,0,0,0,0,0,0,0,0,0
FBgn0196719,0,0,0.108506,0.346904,0.093894,0,0,0,0,0.199836,0
FBgn0196720,11.29567,9.265263,4.275506,2.436298,2.009754,1.90992,3.24933,2.39923,1.290938,1.200274,1.693985
FBgn0196721,98.06496,105.6827,102.1116,91.8306,102.9495,108.1232,93.48025,107.3542,107.5024,106.0622,96.93746
FBgn0196723,0.080549,0,0,0,0,0,0,0.054468,0.063458,0,0
FBgn0196724,0,0.137561,0,0.093173,0.126458,0.196384,0.139888,0.186555,0,0,0
FBgn0196725,16.04059,5.708662,13.45648,2.939013,4.917143,2.217195,42.09139,13.11929,26.521,1.739744,4.860966
FBgn0196726,0.095537,0,0,0.104443,0.060986,0.292171,0.029152,0.038154,0.091702,0.026372,0.085986
FBgn0196727,0,0,0.068153,0.102359,0,0.113803,0,0.058923,0,0.067229,0.122342
FBgn0196728,259.5315,264.4802,253.8413,242.1005,217.1623,261.5114,257.8395,273.1971,260.3172,296.5423,251.0503
FBgn0196730,0.574584,0.341026,0.519947,0.383845,0.474918,0.507566,0.497316,0.514847,0.676736,0.783027,0.788912
FBgn0196731,175.0018,156.4684,160.8673,197.9403,173.6491,164.4956,176.0202,164.7359,178.5284,166.9374,178.3555
FBgn0196732,0.001391,0.001709,0.001627,0.002177,0.001484,0.001487,0.000829,0.001164,0.001672,0.001665,0.001586
FBgn0196733,51.89339,55.74369,57.09029,47.11857,47.55001,54.1247,56.46675,55.28588,60.99561,54.7561,56.27623
FBgn0196734,0.931883,0.963952,1.026618,1.037105,0.777356,1.129414,0.831835,0.992636,1.093776,0.696589,1.068376
FBgn0196735,0.033547,0,0,0.043447,0.04051,0.185758,0,0,0,0,0.061718
FBgn0196736,0.220373,0,0,0,0,0,0,0,0,0,0.074562
FBgn0196737,47.44743,41.4017,41.28046,41.67049,41.79,40.00943,48.98541,46.13927,48.66759,43.17372,44.42952
FBgn0196738,1.822333,3.072307,1.674659,1.285391,1.072517,1.506012,4.434767,1.516916,3.307483,2.396489,1.85315
FBgn0196739,0.041706,0,0,0,0.070301,0,0.094001,0.082809,0,0,0.045668
FBgn0196740,13.77785,13.90484,15.97625,12.45438,12.55759,11.3894,14.71186,13.54629,16.15444,13.68571,13.49717
FBgn0196741,44.41896,46.08584,45.90091,47.38588,45.19946,46.6028,47.37932,48.3175,46.66174,44.01305,48.7096
FBgn0196742,23.57364,26.59266,23.38531,18.6959,20.7644,19.73683,21.99053,21.62147,22.50377,18.43327,21.13963
FBgn0196743,647.6141,727.5615,721.6479,681.7659,752.0212,791.6635,598.9601,661.8688,634.4542,704.5037,718.0441
FBgn0196744,51.38541,49.56573,50.08617,45.15762,46.59848,47.38639,47.03874,55.2002,48.94304,52.70221,47.44552
FBgn0196745,1.210456,1.400205,1.180963,1.344564,1.417948,1.517033,0.716512,1.562134,0.893053,1.694453,1.451684
FBgn0196747,40.19607,41.36539,36.35699,30.88215,28.9847,33.03427,31.80565,33.07806,33.67786,30.72325,30.32225
FBgn0196748,113.1286,111.2924,115.1667,109.9421,109.4808,98.51318,139.3264,122.9114,138.0142,116.8425,127.3258
FBgn0196749,12.22542,12.43639,13.74868,12.54363,12.1834,14.61601,13.99033,14.21281,14.52003,13.42313,12.2719
FBgn0196751,0,0,0,0,0,0,0,0.235826,0,0,0
FBgn0196752,4.427745,5.981901,3.952745,5.922767,5.991704,4.608824,6.814694,5.953665,7.696617,6.269059,5.555013
FBgn0196754,2.830962,2.778846,2.569849,2.325754,2.257601,2.203132,1.702268,2.601456,2.202703,1.502525,1.615686
FBgn0196755,130.7392,124.8263,112.6702,149.6081,141.3815,141.0549,161.7449,146.4362,156.267,156.2781,158.309
FBgn0196756,13.10083,12.71357,12.44537,11.07127,10.50479,11.22677,14.35386,12.77999,13.40068,11.82048,13.65441
FBgn0196757,403.9045,370.5344,406.6982,465.2356,424.1554,361.5966,607.7468,539.1769,557.4639,464.852,472.3423
FBgn0196758,51.12055,54.46139,55.31412,57.04316,59.63969,50.89703,55.98988,56.61412,54.36907,56.1023,59.03462
FBgn0196759,1330.741,1189.449,1245.242,1350.542,1332.586,1148.336,1470.774,1439.233,1379.366,1084.878,1210.883
FBgn0196760,82.88384,93.48609,92.45721,83.77235,84.12656,108.9349,88.57292,88.11583,91.9017,101.3338,96.79425
FBgn0196763,17.13953,16.91682,18.86801,17.86938,17.44383,18.08738,19.18656,16.83248,16.28184,17.12331,17.7878
FBgn0196767,0.393011,0,0.489113,0.28812,0.365493,0.257537,0.197385,0,0.255852,0.052673,0.141465
FBgn0196768,0,0.083339,0,0.16726,0.048387,0,0.05304,0,0,0,0
FBgn0196769,11.4527,11.87997,11.88909,9.954346,9.422308,11.53224,11.8608,10.42656,11.57583,11.00497,9.476575
FBgn0196770,0.724037,1.33535,1.341869,0.615283,1.251981,1.331503,0.54333,1.530541,0.618512,0.734939,0.654451
FBgn0196771,7.584367,8.023595,5.376103,5.664235,4.720535,5.303398,5.2547,4.350795,6.066009,4.936021,5.406
FBgn0196772,1.499887,0.473423,1.884526,0.420536,0.12163,0,1.069172,0.622166,0.67692,0.650608,0
FBgn0196773,38.77625,43.80437,38.28712,33.75328,33.11479,38.63721,39.93717,40.13733,41.15792,34.78931,35.34059
FBgn0196774,37.3111,40.18199,37.01369,44.32227,42.86414,38.98714,41.61709,38.14206,44.15138,44.02431,44.16487
FBgn0196775,13.63868,17.357,13.72039,12.20576,12.08303,12.33866,14.33991,15.10774,15.10779,13.88735,11.23615
FBgn0196776,0.33198,0.211468,0.451058,0,0,0,0.36443,0.262451,0,0,0
FBgn0196777,27.95067,32.3957,30.89612,20.36289,19.99546,20.78095,31.73547,31.13174,33.90002,20.98501,21.11634
FBgn0196778,0.242155,0.121097,0.03959,0.245951,0,0.264434,0.192419,0.178791,0.364391,0.13047,0.133021
FBgn0196780,0,0.067338,0.06618,0,0.087968,0,0.070458,0,0,0,0.073968
FBgn0196781,0,0,0,0,0,0,0,0,0,0,0
FBgn0196782,0,0,0,0,0,0,0,0,0,0,0
FBgn0196783,2.937063,5.233552,7.545017,4.309565,4.324026,4.076383,6.080712,5.376416,3.861242,6.063342,4.484705
FBgn0196784,21.56049,15.10641,12.31069,7.106867,6.005282,4.439484,16.83759,11.39496,14.65317,4.853604,4.489787
FBgn0196785,0.135681,0,0,0,0,0,0.103434,0,0,0,0
FBgn0196786,65.23635,75.07082,70.24359,76.06432,38.23168,68.37852,65.83968,56.94359,67.53613,79.66841,81.89001
FBgn0196787,41.84343,48.26845,48.0953,35.17519,33.07263,36.84612,50.46661,46.85809,50.56484,40.24368,41.18812
FBgn0196788,8.479407,10.89914,9.618101,15.21764,16.48315,19.06655,8.525146,9.172865,9.082693,18.04007,17.37018
FBgn0196789,10.18686,12.06004,10.51293,11.28063,10.36232,10.67677,11.19249,10.87512,11.67874,10.4206,11.88984
FBgn0196790,11.72411,11.16002,10.68433,10.29472,10.38722,11.98397,9.35933,10.33715,7.743144,10.51485,8.142266
FBgn0196791,0.358566,0.06094,0.519112,0,0.346699,0.468786,0.412025,0.327705,0.565521,0.350468,0.619815
FBgn0196792,88.86507,98.12907,95.56109,93.1724,92.0737,93.30068,92.21499,91.20372,93.78525,93.52742,96.29556
FBgn0196793,97.24842,121.192,109.7493,89.41946,88.7402,113.1514,91.79094,100.1612,102.7386,106.6902,104.4751
FBgn0196794,43.37756,46.041,43.94397,43.01071,38.80258,39.86503,43.3654,43.20995,44.40666,37.17429,38.10583
FBgn0196795,87.30226,85.15786,84.86879,105.2303,90.98331,87.84397,90.80727,82.68367,91.16914,97.51836,100.4929
FBgn0196796,8.006458,8.809063,8.187068,7.46872,8.446006,7.369665,4.093622,8.126562,6.638341,8.022393,6.006212
FBgn0196797,0.353982,0,0.059318,0.114154,0.170763,0.054172,0.22764,0.153846,0.071164,0.144708,0.075265
FBgn0196798,9.131557,9.276992,8.983535,8.959894,9.208938,9.999085,9.091746,10.21752,11.282,11.46619,11.85984
FBgn0196800,1.604681,3.488573,2.032749,0.587281,1.690372,0.9586,1.903813,1.496343,1.598736,1.266176,0.745116
FBgn0196801,117.5335,131.4997,132.8265,126.2901,145.2442,150.1663,120.4749,131.5705,117.6593,136.4855,139.1201
FBgn0196802,95.2278,107.9858,110.0642,95.01613,97.9493,135.4927,97.37758,102.0079,102.1997,111.7139,113.8812
FBgn0196803,4.844006,4.884727,4.377385,4.155304,3.786024,3.532405,4.361441,4.050296,3.989577,4.349576,4.355823
FBgn0196804,0,0,0,0,0,0,0,0,0,0,0
FBgn0196805,0,0.062332,0,0.771046,0.327035,0.731313,0.067134,0,0,0.556725,1.105786
FBgn0196806,323.8285,296.5109,313.7314,348.1757,352.657,285.4224,445.4012,399.6183,424.7467,347.3644,407.5836
FBgn0196807,652.6805,760.5269,748.3203,708.6443,742.1628,905.3062,693.0883,735.7943,772.1871,842.5296,865.2677
FBgn0196808,1.258815,0,0.266875,0.226734,0.142994,0,0.317791,0.132131,0,0.142702,0
FBgn0196809,0.148614,0.11407,0,0,0,0,0,0,0.062495,0,0
FBgn0196810,49.52959,56.49944,61.19,51.12698,51.8389,62.10822,47.383,52.91539,52.84907,57.02952,54.3538
FBgn0196811,129.7637,142.6638,135.0409,171.6125,175.3232,180.8296,118.1786,97.69175,108.4538,165.5545,168.0841
FBgn0196812,0,0,0,0.103907,0,0,0,0,0.145753,0,0.043469
FBgn0196814,104.5957,114.7883,111.1227,116.8593,114.7831,161.9011,104.2016,117.2634,106.1591,133.0774,122.0848
FBgn0196815,2.299486,4.92707,1.411813,2.882998,13.03574,1.969301,2.366485,4.371374,4.571579,2.615914,6.336607
FBgn0196816,57.37037,54.59412,51.49532,29.17788,28.98179,24.82324,54.24335,51.47929,51.23006,28.94055,30.42264
FBgn0196817,17.80612,12.79197,6.901494,5.237813,2.302804,5.567501,9.292011,6.585734,4.43545,3.345764,6.76623
FBgn0196818,1684.321,1516.443,1572.913,1691.448,1728.714,1419.927,1774.829,1693.549,1645.57,1347.403,1482.392
FBgn0196819,33.24269,41.07157,38.21973,26.30443,26.26287,25.66247,36.17249,37.62661,37.33439,27.53717,29.21434
FBgn0196820,0.074994,0,0.082069,0,0,0.017471,0,0,0.048702,0,0
FBgn0196821,0,0,0,0,0,0,0,0,0,0,0
FBgn0196822,1.110318,0.712411,1.018505,0.453739,0.572996,0.863156,0.424906,0.466094,0.734583,0.615924,0.974672
FBgn0196823,0.221571,0.446276,0.384433,0.711696,0.313722,0.497046,0.490873,0.443353,0.576202,0.368693,0.942182
FBgn0196824,1.029388,0.44206,0.84715,0.881463,0.66007,0.708768,0.23024,0.429478,0.751031,0.498025,0.373514
FBgn0196826,0.113301,0,0,0,0,0,0,0,0.077801,0,0
FBgn0196827,0,0.213943,0,0.209299,0.209526,0.241215,0,0,0,0,0.181708
FBgn0196828,0,0,0,0,0,0,0,0,0,0,0
FBgn0196829,16.16663,17.9391,15.21069,11.18044,10.37126,9.950839,15.70552,14.79101,18.7989,10.9984,10.83284
FBgn0196830,30.29602,34.00347,34.8696,24.86827,25.37905,24.68563,32.21584,24.1148,34.02257,32.95327,34.82528
FBgn0196831,453.8443,499.4836,499.7004,425.582,443.4209,479.5706,441.0759,485.2072,475.5558,436.8385,420.5804
FBgn0196832,10.73529,10.18951,10.48723,8.882825,6.616811,9.024233,9.840744,11.10301,10.70019,11.43132,9.941919
FBgn0196833,15.7424,18.02174,16.68925,14.60718,14.13417,15.92119,14.99188,16.39148,16.07822,15.09039,15.36285
FBgn0196834,0.355252,0.116861,0,0.106777,0,0,0.237309,0.222952,0.252451,0,0
FBgn0196835,0.130723,0,0.136752,0,0,0,0.097069,0.247177,0.666257,0,0
FBgn0196836,0.116463,0,0,0,0,0,0,0,0,0,0
FBgn0196837,0,0,0,0,0,0,0,0,0,0,0
FBgn0196838,93.27209,101.9211,105.6819,100.0822,103.3855,104.8412,108.6579,104.3904,108.9947,118.2377,124.9977
FBgn0196839,42.30294,45.02573,46.18547,42.30048,36.37372,40.96831,43.4697,42.52629,47.50269,44.38974,45.30677
FBgn0196841,9.637544,11.97081,10.29507,9.045358,8.697586,9.825787,9.892602,9.130091,9.283258,9.727551,10.51525
FBgn0196842,0.348189,0,0,0,0,0,0.05672,0.123948,0,0,0
FBgn0196843,18.7029,19.72138,18.1831,5.634957,13.52595,6.802367,18.11035,18.88914,18.74798,14.27254,5.514985
FBgn0196844,1.527264,0.483794,1.136412,0.422053,0.623944,0.911952,0.356773,0.594439,0.39161,0.56369,0.201089
FBgn0196845,86.19263,92.75088,93.13989,76.72062,77.2892,86.54173,76.45087,80.76847,86.80637,82.55273,67.57287
FBgn0196846,5.085118,5.949532,5.272763,5.20694,4.835759,5.186947,4.387052,5.357027,5.26906,4.597095,5.187094
FBgn0196847,36.12535,38.7364,37.26196,25.29812,24.29236,24.89532,34.79156,38.31416,38.12662,23.1608,22.7801
FBgn0196848,174.5266,185.282,178.4207,116.2521,101.2461,112.9272,152.1626,177.333,162.6974,107.0547,91.1124
FBgn0196849,0.31787,0.23718,0.11696,0.136004,0.175643,0.233676,0.330521,0.12489,0.222983,0.102187,0.100769
FBgn0196850,13.71687,16.93818,16.0967,19.66458,15.94735,18.07174,17.32073,13.88915,16.14148,17.4684,19.68902
FBgn0196851,0.943707,0.805303,0.704686,0.841906,0.784278,0.986057,0.612358,0.563844,0.641851,0.356161,0.974672
FBgn0196852,24.39656,28.13016,24.80047,26.3,22.06358,19.78702,31.69073,30.42609,28.22671,28.21204,26.12832
FBgn0196853,143.166,136.1554,131.8047,91.66599,90.57657,86.77101,155.6826,148.3539,153.4873,99.20006,105.7913
FBgn0196855,494.4688,502.8795,491.7721,473.562,521.163,539.2674,478.5156,516.5857,500.8057,505.5275,481.8865
FBgn0196856,9.16186,9.350407,9.682503,7.413901,7.226479,8.18803,9.740292,9.592713,9.172204,8.10216,7.054515
FBgn0196857,63.78721,79.55567,74.11108,54.50757,53.90136,82.1962,64.78326,71.40559,74.84867,70.88648,67.0935
FBgn0196859,52.42332,65.33954,58.75203,48.89512,48.70205,56.72274,53.42194,55.56624,58.39317,56.99467,55.31626
FBgn0196860,185.6822,172.2413,169.1816,187.0422,184.1586,153.4187,195.5689,180.4712,185.2163,175.1733,179.6201
FBgn0196861,16.70309,14.65988,17.72975,12.42552,12.38151,12.86752,16.10536,17.62762,15.90394,11.96015,12.92571
FBgn0196862,47.76117,37.47451,42.0139,46.31078,41.75614,37.60532,43.66055,41.12158,42.67667,45.11727,46.91042
FBgn0196863,213.1179,238.8806,232.9263,229.9992,242.6074,245.6268,233.8044,220.7309,238.6818,263.1916,264.6606
FBgn0196864,27.68687,28.50567,25.58691,30.04835,27.62608,26.2412,29.42579,27.51195,32.52649,30.68224,25.50461
FBgn0196865,47.3782,39.04431,41.53207,53.99842,51.52306,47.82012,46.89175,44.08315,45.3838,48.44279,48.85869
FBgn0196869,4.599074,5.050559,5.253587,7.658509,4.444384,7.394036,5.488433,4.689383,4.721494,6.256299,8.135885
FBgn0196870,0,0,0,0,0,0,0,0,0,0,0.107879
FBgn0196872,612.8923,620.1201,629.2864,547.0466,575.9311,617.4778,587.1592,593.7489,655.126,615.5258,616.5562
FBgn0196873,167.032,176.8807,169.4917,129.7564,134.9609,128.2388,177.0225,169.2945,177.9476,129.3688,134.4409
FBgn0196874,21.01411,22.50078,22.55521,14.32013,13.41183,16.06783,22.71241,22.90699,22.56696,15.15042,13.94336
FBgn0196875,0.121788,0.188129,0.067993,0.179288,0,0.021921,0.044582,0,0.10605,0.160813,0.167309
FBgn0196876,89.75804,100.3473,106.8937,96.86488,94.25809,128.9157,85.05449,89.29622,99.4736,109.4842,112.691
FBgn0196878,3.293565,2.93692,3.654036,3.870075,3.289174,3.67365,3.740584,3.527857,3.740715,3.783425,3.740013
FBgn0196879,170.8535,173.624,177.2003,171.3991,165.4377,171.3834,173.7801,168.7828,189.1544,160.4258,170.8734
FBgn0196880,3.767384,3.588115,3.147635,2.556024,3.042995,2.686255,3.344224,2.802807,3.593575,3.300715,2.859937
FBgn0196881,1.468341,1.521047,1.809412,1.710575,1.668371,1.267033,1.686365,1.670857,1.688573,1.316482,1.552734
FBgn0196882,0,0,0,0.04351,0,0,0,0,0,0,0
FBgn0196883,7.172328,12.7172,11.15006,7.492863,10.31426,9.564594,8.792125,12.28254,10.79224,8.315042,8.144313
FBgn0196886,1.430146,0.822837,0.272636,0.074791,0,0.104814,0.585862,0.678949,0.638397,0,0
FBgn0196887,0,0.191977,0,0,0.185151,0,0,0,0,0,0
FBgn0196889,0.170901,0.296209,0.534063,1.479295,1.315109,1.12783,0.060137,0.051486,0.297732,1.45786,1.975218
FBgn0196890,2.302481,1.503078,1.01639,0.700504,0.834218,0.600178,1.302843,1.681769,1.342754,0.724609,0.883022
FBgn0196891,572.3503,512.7149,514.6312,656.374,652.253,578.3842,626.1205,583.9021,615.2841,633.3031,673.7144
FBgn0196892,33.37617,33.82641,32.65353,28.67756,23.5201,24.29797,33.20056,35.06104,37.80455,28.15715,26.86509
FBgn0196893,3.11029,3.090103,1.641281,0.777442,1.339991,1.551673,2.83393,1.881528,2.003061,1.755511,1.992268
FBgn0196894,19.94969,18.65876,18.6074,15.67729,17.18937,13.21949,18.57114,20.01729,18.50963,15.12663,15.77581
FBgn0196895,56.83799,56.56759,49.78138,54.9093,49.63849,49.2572,61.36791,57.48969,61.84894,47.40902,52.60934
